RPM,Torque,Efficiency
19.84481605,232.6476382,81.3766926
19.84481605,233.8851256,81.28036324
19.84481605,235.1226131,81.18338559
19.84481605,236.3601005,81.08577118
19.84481605,237.5975879,80.98753153
19.84481605,238.8350754,80.88867818
19.84481605,240.0725628,80.78922266
19.84481605,241.3100503,80.6891765
19.84481605,242.5475377,80.58855123
19.84481605,243.7850251,80.48735839
19.84481605,245.0225126,80.3856095
19.84481605,246.26,80.2833161
39.68963211,0,75.17557387
39.68963211,1.237487437,75.40609297
39.68963211,2.474974874,75.63379079
39.68963211,3.712462312,75.85867886
39.68963211,4.949949749,76.08076873
39.68963211,6.187437186,76.30007192
39.68963211,7.424924623,76.51659996
39.68963211,8.66241206,76.73036439
39.68963211,9.899899497,76.94137674
39.68963211,11.13738693,77.14964853
39.68963211,12.37487437,77.3551913
39.68963211,13.61236181,77.55801658
39.68963211,14.84984925,77.7581359
39.68963211,16.08733668,77.9555608
39.68963211,17.32482412,78.1503028
39.68963211,18.56231156,78.34237344
39.68963211,19.79979899,78.53178424
39.68963211,21.03728643,78.71854675
39.68963211,22.27477387,78.90267249
39.68963211,23.51226131,79.08417299
39.68963211,24.74974874,79.26305979
39.68963211,25.98723618,79.43934441
39.68963211,27.22472362,79.61303839
39.68963211,28.46221106,79.78415326
39.68963211,29.69969849,79.95270055
39.68963211,30.93718593,80.11869179
39.68963211,32.17467337,80.28213852
39.68963211,33.4121608,80.44305226
39.68963211,34.64964824,80.60144455
39.68963211,35.88713568,80.75732692
39.68963211,37.12462312,80.9107109
39.68963211,38.36211055,81.06160802
39.68963211,39.59959799,81.21002981
39.68963211,40.83708543,81.35598781
39.68963211,42.07457286,81.49949354
39.68963211,43.3120603,81.64055854
39.68963211,44.54954774,81.77919434
39.68963211,45.78703518,81.91541248
39.68963211,47.02452261,82.04922447
39.68963211,48.26201005,82.18064186
39.68963211,49.49949749,82.30967617
39.68963211,50.73698492,82.43633894
39.68963211,51.97447236,82.5606417
39.68963211,53.2119598,82.68259598
39.68963211,54.44944724,82.80221331
39.68963211,55.68693467,82.91950523
39.68963211,56.92442211,83.03448326
39.68963211,58.16190955,83.14715894
39.68963211,59.39939698,83.25754379
39.68963211,60.63688442,83.36564935
39.68963211,61.87437186,83.47148716
39.68963211,63.1118593,83.57506874
39.68963211,64.34934673,83.67640562
39.68963211,65.58683417,83.77550933
39.68963211,66.82432161,83.87239142
39.68963211,68.06180905,83.9670634
39.68963211,69.29929648,84.05953682
39.68963211,70.53678392,84.14982319
39.68963211,71.77427136,84.23793406
39.68963211,73.01175879,84.32388095
39.68963211,74.24924623,84.4076754
39.68963211,75.48673367,84.48932894
39.68963211,76.72422111,84.5688531
39.68963211,77.96170854,84.64625941
39.68963211,79.19919598,84.7215594
39.68963211,80.43668342,84.79476461
39.68963211,81.67417085,84.86588656
39.68963211,82.91165829,84.93493679
39.68963211,84.14914573,85.00192683
39.68963211,85.38663317,85.0668682
39.68963211,86.6241206,85.12977245
39.68963211,87.86160804,85.19065111
39.68963211,89.09909548,85.2495157
39.68963211,90.33658291,85.30637775
39.68963211,91.57407035,85.36124881
39.68963211,92.81155779,85.41414039
39.68963211,94.04904523,85.46506404
39.68963211,95.28653266,85.51403127
39.68963211,96.5240201,85.56105364
39.68963211,97.76150754,85.60614265
39.68963211,98.99899497,85.64930986
39.68963211,100.2364824,85.69056678
39.68963211,101.4739698,85.72992496
39.68963211,102.7114573,85.76739592
39.68963211,103.9489447,85.80299119
39.68963211,105.1864322,85.8367223
39.68963211,106.4239196,85.86860079
39.68963211,107.661407,85.8986382
39.68963211,108.8988945,85.92684604
39.68963211,110.1363819,85.95323585
39.68963211,111.3738693,85.97781916
39.68963211,112.6113568,86.00060751
39.68963211,113.8488442,86.02161243
39.68963211,115.0863317,86.04084544
39.68963211,116.3238191,86.05831808
39.68963211,117.5613065,86.07404189
39.68963211,118.798794,86.08802838
39.68963211,120.0362814,86.1002891
39.68963211,121.2737688,86.11083557
39.68963211,122.5112563,86.11967934
39.68963211,123.7487437,86.12683192
39.68963211,124.9862312,86.13230484
39.68963211,126.2237186,86.13610966
39.68963211,127.461206,86.13825788
39.68963211,128.6986935,86.13876105
39.68963211,129.9361809,86.13763069
39.68963211,131.1736683,86.13487834
39.68963211,132.4111558,86.13051554
39.68963211,133.6486432,86.1245538
39.68963211,134.8861307,86.11700466
39.68963211,136.1236181,86.10787966
39.68963211,137.3611055,86.09719033
39.68963211,138.598593,86.08494819
39.68963211,139.8360804,86.07116478
39.68963211,141.0735678,86.05585163
39.68963211,142.3110553,86.03902027
39.68963211,143.5485427,86.02068223
39.68963211,144.7860302,86.00084905
39.68963211,146.0235176,85.97953225
39.68963211,147.261005,85.95674338
39.68963211,148.4984925,85.93249395
39.68963211,149.7359799,85.9067955
39.68963211,150.9734673,85.87965957
39.68963211,152.2109548,85.85109768
39.68963211,153.4484422,85.82112136
39.68963211,154.6859296,85.78974216
39.68963211,155.9234171,85.75697159
39.68963211,157.1609045,85.72282119
39.68963211,158.398392,85.68730249
39.68963211,159.6358794,85.65042703
39.68963211,160.8733668,85.61220633
39.68963211,162.1108543,85.57265192
39.68963211,163.3483417,85.53177535
39.68963211,164.5858291,85.48958813
39.68963211,165.8233166,85.44610181
39.68963211,167.060804,85.40132791
39.68963211,168.2982915,85.35527796
39.68963211,169.5357789,85.3079635
39.68963211,170.7732663,85.25939605
39.68963211,172.0107538,85.20958716
39.68963211,173.2482412,85.15854834
39.68963211,174.4857286,85.10629114
39.68963211,175.7232161,85.05282708
39.68963211,176.9607035,84.99816769
39.68963211,178.198191,84.94232451
39.68963211,179.4356784,84.88530907
39.68963211,180.6731658,84.8271329
39.68963211,181.9106533,84.76780753
39.68963211,183.1481407,84.70734449
39.68963211,184.3856281,84.64575531
39.68963211,185.6231156,84.58305154
39.68963211,186.860603,84.51924469
39.68963211,188.0980905,84.45434629
39.68963211,189.3355779,84.38836789
39.68963211,190.5730653,84.32132101
39.68963211,191.8105528,84.25321719
39.68963211,193.0480402,84.18406795
39.68963211,194.2855276,84.11388482
39.68963211,195.5230151,84.04267934
39.68963211,196.7605025,83.97046305
39.68963211,197.9979899,83.89724746
39.68963211,199.2354774,83.82304412
39.68963211,200.4729648,83.74786455
39.68963211,201.7104523,83.67172029
39.68963211,202.9479397,83.59462286
39.68963211,204.1854271,83.51658381
39.68963211,205.4229146,83.43761465
39.68963211,206.660402,83.35772693
39.68963211,207.8978894,83.27693217
39.68963211,209.1353769,83.1952419
39.68963211,210.3728643,83.11266767
39.68963211,211.6103518,83.02922099
39.68963211,212.8478392,82.9449134
39.68963211,214.0853266,82.85975643
39.68963211,215.3228141,82.77376161
39.68963211,216.5603015,82.68694048
39.68963211,217.7977889,82.59930457
39.68963211,219.0352764,82.5108654
39.68963211,220.2727638,82.42163451
39.68963211,221.5102513,82.33162343
39.68963211,222.7477387,82.24084369
39.68963211,223.9852261,82.14930683
39.68963211,225.2227136,82.05702438
39.68963211,226.460201,81.96400786
39.68963211,227.6976884,81.8702688
39.68963211,228.9351759,81.77581875
39.68963211,230.1726633,81.68066923
39.68963211,231.4101508,81.58483177
39.68963211,232.6476382,81.48831791
39.68963211,233.8851256,81.39113917
39.68963211,235.1226131,81.29330709
39.68963211,236.3601005,81.1948332
39.68963211,237.5975879,81.09572904
39.68963211,238.8350754,80.99600612
39.68963211,240.0725628,80.89567599
39.68963211,241.3100503,80.79475017
39.68963211,242.5475377,80.6932402
39.68963211,243.7850251,80.5911576
39.68963211,245.0225126,80.48851392
39.68963211,246.26,80.38532068
59.53444816,0,75.3554671
59.53444816,1.237487437,75.58609034
59.53444816,2.474974874,75.81388727
59.53444816,3.712462312,76.03886941
59.53444816,4.949949749,76.26104829
59.53444816,6.187437186,76.48043545
59.53444816,7.424924623,76.69704242
59.53444816,8.66241206,76.91088072
59.53444816,9.899899497,77.1219619
59.53444816,11.13738693,77.33029748
59.53444816,12.37487437,77.53589899
59.53444816,13.61236181,77.73877796
59.53444816,14.84984925,77.93894594
59.53444816,16.08733668,78.13641444
59.53444816,17.32482412,78.331195
59.53444816,18.56231156,78.52329915
59.53444816,19.79979899,78.71273842
59.53444816,21.03728643,78.89952435
59.53444816,22.27477387,79.08366846
59.53444816,23.51226131,79.26518229
59.53444816,24.74974874,79.44407737
59.53444816,25.98723618,79.62036523
