Time,SpeedMps,RPM,PowerW,Torque,Efficiency_Percent,PowerLoss_W,Power Pos,Power Loss Pos,Power Loss 5% Drive loss,J,Cumulation,Temp Rise,Temp
0,0.92,150.2512563,0,0,76.15507745,0,0,0,0,0,0,0,0
0.04,0.95,155.1507538,203.3625,12.51665738,78.40564428,43.91482165,203.3625,43.91482165,46.22612805,1.849045122,1.849045122,0.000606642,0.000606642
0.08,1.09,178.0150754,1035.3,55.53679503,84.12495327,164.3543588,1035.3,164.3543588,173.0045882,6.920183527,8.769228649,0.002270401,0.002877044
0.12,1.32,215.5778894,2009.3375,89.0061582,86.74259421,266.3860261,2009.3375,266.3860261,280.4063433,11.21625373,19.98548238,0.003679873,0.006556917
0.16,1.58,258.040201,2733.25,101.1494131,87.53452395,340.712624,2733.25,340.712624,358.6448674,14.3457947,34.33127708,0.004706626,0.011263542
0.2,1.82,297.2361809,2958,95.03156451,87.64423814,365.4834358,2958,365.4834358,384.7194061,15.38877624,49.72005332,0.005048811,0.016312353
0.24,1.97,321.7336683,2060.8125,61.16646067,85.81233306,292.3812138,2060.8125,292.3812138,307.7696987,12.31078795,62.03084127,0.004038972,0.020351326
0.28,2.13,347.8643216,2378,65.27897767,86.35332482,324.5179358,2378,324.5179358,341.5978271,13.66391309,75.69475435,0.004482911,0.024834237
0.32,2.37,387.0603015,3915,96.588299,88.39032021,454.5189637,3915,454.5189637,478.4410145,19.13764058,94.83239493,0.006278753,0.03111299
0.36,2.57,419.7236181,3581.5,81.48411061,87.97579716,430.6468247,3581.5,430.6468247,453.3124471,18.13249788,112.9648928,0.005948982,0.037061973
0.4,2.75,449.120603,3471.3,73.80750964,87.73891385,425.6190836,3471.3,425.6190836,448.020088,17.92080352,130.8856963,0.005879529,0.042941501
0.44,2.9,473.6180905,3072.1875,61.94279778,87.04489708,398.0050526,3072.1875,398.0050526,418.9526869,16.75810748,147.6438038,0.005498067,0.048439568
0.48,3.16,516.080402,5711.55,105.6836972,89.57681435,595.3254602,5711.55,595.3254602,626.6583792,25.06633517,172.710139,0.008223863,0.056663431
0.52,3.49,569.9748744,7955.0625,133.2782454,90.03860477,792.4352166,7955.0625,792.4352166,834.1423333,33.36569333,206.0758323,0.01094675,0.067610181
0.56,3.79,618.9698492,7917,122.1412984,90.43805194,757.0194277,7917,757.0194277,796.8625555,31.87450222,237.9503345,0.010457514,0.078067695
0.6,3.9,636.9346734,3066.3875,45.97307213,86.67790887,408.5069373,3066.3875,408.5069373,430.0073024,17.2002921,255.1506266,0.00564314,0.083710836
0.64,4.09,667.9648241,5503.1125,78.67308503,89.57996888,573.4260349,5503.1125,573.4260349,603.6063525,24.1442541,279.2948807,0.007921343,0.091632179
0.68,4.34,708.7939698,7639.6875,102.9264425,90.81212579,701.9248779,7639.6875,701.9248779,738.8682925,29.5547317,308.8496124,0.009696434,0.101328613
0.72,4.68,764.321608,11117.15,138.8956709,91.1543813,983.3806993,11117.15,983.3806993,1035.137578,41.40550313,350.2551156,0.013584483,0.114913096
0.76,5,816.5829146,11228.8,131.3120071,91.59709745,943.5451218,11228.8,943.5451218,993.2053914,39.72821565,389.9833312,0.013034191,0.127947287
0.8,5.31,867.2110553,11585.8625,127.5777523,91.93404248,934.5107474,11585.8625,934.5107474,983.6955236,39.34782094,429.3311522,0.01290939,0.140856677
0.84,5.5,898.241206,7445.3875,79.15269635,91.04747379,666.5502673,7445.3875,666.5502673,701.6318604,28.06527441,457.3964266,0.009207767,0.150064444
0.88,5.77,942.3366834,11030.5125,111.7791944,92.36152338,842.5631181,11030.5125,842.5631181,886.9085454,35.47634181,492.8727684,0.01163922,0.161703664
0.92,5.99,978.2663317,9378.6,91.54872253,92.08600703,742.2217446,9378.6,742.2217446,781.286047,31.25144188,524.1242103,0.010253098,0.171956762
0.96,6.31,1030.527638,14268,132.2132068,92.76858985,1031.7776,14268,1031.7776,1086.081684,43.44326736,567.5674776,0.01425304,0.186209802
1,6.56,1071.356784,11663.4375,103.9594144,92.947123,822.6079004,11663.4375,822.6079004,865.9030531,34.63612212,602.2035998,0.011363557,0.197573359
1.04,6.84,1117.085427,13601,116.2668313,93.32405443,907.9953572,13601,907.9953572,955.7845865,38.23138346,640.4349832,0.012543105,0.210116464
1.08,7.02,1146.482412,9043.65,75.32649011,92.16727268,708.3644444,9043.65,708.3644444,745.6467836,29.82587134,670.2608546,0.009785391,0.219901855
1.12,7.18,1172.613065,8236,67.07072352,91.72634361,681.4183402,8236,681.4183402,717.2824634,28.69129853,698.9521531,0.009413156,0.229315011
1.16,7.44,1215.075377,13779.35,108.2921294,93.74047035,862.5224988,13779.35,862.5224988,907.9184198,36.31673679,735.2688899,0.01191494,0.241229951
1.2,7.77,1268.969849,18194.9625,136.9213724,93.83423374,1121.858859,18194.9625,1121.858859,1180.904063,47.2361625,782.5050524,0.015497429,0.256727379
1.24,8.11,1324.497487,19572.1,141.1099602,93.96891166,1180.410642,19572.1,1180.410642,1242.537518,49.70150071,832.2065531,0.016306267,0.273033646
1.28,8.21,1340.829146,5916,42.13336111,90.05411722,588.3984253,5916,588.3984253,619.3667635,24.77467054,856.9812236,0.008128173,0.281161819
1.32,8.43,1376.758794,13270.4,92.04443506,94.06520949,787.5704404,13270.4,787.5704404,829.0215162,33.16086065,890.1420843,0.010879547,0.292041366
1.36,8.6,1404.522613,10494.7375,71.35332678,93.07741412,726.5072164,10494.7375,726.5072164,764.7444384,30.58977753,920.7318618,0.010036016,0.302077382
1.4,8.83,1442.085427,14532.2625,96.23069624,94.48131383,801.9899607,14532.2625,801.9899607,844.1999587,33.76799835,954.4998602,0.01107874,0.313156122
1.44,9.03,1474.748744,12948.5,83.84415809,94.10958952,762.7198016,12948.5,762.7198016,802.8629491,32.11451796,986.6143781,0.010536259,0.323692381
1.48,9.15,1494.346734,7908.3,50.53626476,91.59435304,664.7437785,7908.3,664.7437785,699.7302932,27.98921173,1014.60359,0.009182812,0.332875194
1.52,9.22,1505.778894,4661.3875,29.56142626,88.99916325,512.7916292,4661.3875,512.7916292,539.7806623,21.59122649,1036.194816,0.007083736,0.339958929
1.56,9.28,1515.577889,4023.75,25.35269379,88.401869,466.6797961,4023.75,466.6797961,491.2418906,19.64967563,1055.844492,0.006446744,0.346405673
1.6,9.43,1540.075377,10173.5625,63.08156542,92.95775668,716.4470257,10173.5625,716.4470257,754.1547639,30.16619056,1086.010683,0.009897044,0.356302717
1.64,9.69,1582.537688,18020.6,108.7393086,95.30159726,846.6803649,18020.6,846.6803649,891.2424894,35.64969957,1121.660382,0.011696096,0.367998813
1.68,9.89,1615.201005,14195.5,83.92580197,94.63427754,761.6911321,14195.5,761.6911321,801.7801391,32.07120556,1153.731588,0.010522049,0.378520862
1.72,10.12,1652.763819,16683.3375,96.39256135,95.27761847,787.8508479,16683.3375,787.8508479,829.316682,33.17266728,1186.904255,0.010883421,0.389404283
1.76,10.41,1700.125628,21582.1625,121.2230833,95.76786528,913.3861921,21582.1625,913.3861921,961.4591496,38.45836598,1225.362621,0.012617574,0.402021857
1.8,10.78,1760.552764,28421.0875,154.1569213,95.09735414,1393.385271,28421.0875,1393.385271,1466.721338,58.66885351,1284.031474,0.019248312,0.421270169
1.84,11.2,1829.145729,33464.55,174.706098,94.08690391,1978.790997,33464.55,1978.790997,2082.937891,83.31751565,1367.34899,0.027335143,0.448605312
1.88,11.58,1891.20603,31379.45,158.4447543,95.27332486,1483.204663,31379.45,1483.204663,1561.268066,62.45072264,1429.799713,0.020489082,0.469094394
1.92,11.85,1935.301508,22932.1125,113.1531922,96.46641682,810.3252693,22932.1125,810.3252693,852.9739677,34.11895871,1463.918671,0.011193884,0.480288278
1.96,12.09,1974.497487,20827.8,100.7298519,96.35488013,759.1982761,20827.8,759.1982761,799.1560801,31.96624321,1495.884915,0.010487613,0.490775891
2,12.35,2016.959799,23034.7,109.0577919,96.63005861,776.25589,23034.7,776.25589,817.1114631,32.68445852,1528.569373,0.010723248,0.501499138
2.04,12.61,2059.422111,23524.8,109.0817133,96.730815,769.0692317,23524.8,769.0692317,809.5465597,32.38186239,1560.951236,0.010623971,0.512123109
2.08,12.85,2098.61809,22150.2,100.7895768,96.64331664,743.5120783,22150.2,743.5120783,782.644293,31.30577172,1592.257007,0.010270922,0.522394031
2.12,13.09,2137.81407,22567.8,100.8069965,96.72508146,739.0770655,22567.8,739.0770655,777.9758584,31.11903434,1623.376042,0.010209657,0.532603688
2.16,13.34,2178.643216,23952.1875,104.9857731,96.90970216,740.193933,23952.1875,740.193933,779.1515084,31.16606034,1654.542102,0.010225085,0.542828774
2.2,13.57,2216.20603,22436.2125,96.67424622,96.74237761,730.8870817,22436.2125,730.8870817,769.3548228,30.77419291,1685.316295,0.01009652,0.552925294
2.24,13.78,2250.502513,20820.1875,88.34388953,96.44625447,739.8964831,20820.1875,739.8964831,778.8384033,31.15353613,1716.469831,0.010220976,0.56314627
2.28,14.06,2296.231156,28257.6,117.5143898,97.28107408,768.3032109,28257.6,768.3032109,808.740222,32.34960888,1748.81944,0.010613389,0.573759659
2.32,14.12,2306.030151,6129.15,25.38087854,89.771282,626.9334692,6129.15,626.9334692,659.9299675,26.3971987,1775.216639,0.008660498,0.582420157
2.36,14.03,2291.331658,-9183.9375,-38.27474853,84.81561114,-1394.524783,0,0,0,0,1775.216639,0,0.582420157
2.4,14.12,2306.030151,9183.9375,38.03078766,91.7393661,758.6514546,9183.9375,758.6514546,798.5804785,31.94321914,1807.159858,0.010480059,0.592900216
2.44,14.39,2350.125628,27904.1625,113.383353,97.34055449,742.0959958,27904.1625,742.0959958,781.1536798,31.24614719,1838.406005,0.010251361,0.603151576
2.48,14.69,2399.120603,31624.5,125.8760104,97.42587254,814.0549382,31624.5,814.0549382,856.899935,34.2759974,1872.682002,0.011245406,0.614396982
2.52,14.9,2433.417085,22525.3875,88.39487783,96.6844138,746.848639,22525.3875,746.848639,786.1564621,31.44625848,1904.128261,0.010317014,0.624713996
2.56,15,2449.748744,10838.75,42.25022612,92.38088967,825.8163214,10838.75,825.8163214,869.2803383,34.77121353,1938.899474,0.011407878,0.636121875
2.6,15.13,2470.979899,14198.7625,54.87223685,93.96674233,856.6479272,14198.7625,856.6479272,901.7346602,36.06938641,1974.968861,0.011833788,0.647955663
2.64,15.31,2500.376884,19862.1,75.85619789,95.94857287,804.6985073,19862.1,804.6985073,847.0510603,33.88204241,2008.850903,0.011116156,0.659071819
2.68,15.5,2531.407035,21220.3875,80.05025312,96.26631328,792.3027896,21220.3875,792.3027896,834.0029365,33.36011746,2042.211021,0.01094492,0.670016739
2.72,15.67,2559.170854,19208.5125,71.67469204,95.64803192,835.9483319,19208.5125,835.9483319,879.9456126,35.1978245,2077.408845,0.011547843,0.681564582
2.76,15.73,2568.969849,6829.5,25.38640968,89.72103241,702.0020913,6829.5,702.0020913,738.9495698,29.55798279,2106.966828,0.009697501,0.691262083
2.8,15.76,2573.869347,3424.5375,12.70535519,87.32616531,434.0202216,3424.5375,434.0202216,456.8633912,18.27453565,2125.241364,0.005995583,0.697257665
2.84,15.82,2583.668342,6868.65,25.38668564,89.71105082,706.7119076,6868.65,706.7119076,743.9072711,29.75629085,2154.997654,0.009762563,0.707020228
2.88,16.01,2614.698492,21922.9125,80.06597859,96.30752327,809.4984427,21922.9125,809.4984427,852.1036239,34.08414496,2189.081799,0.011182462,0.71820269
2.92,16.19,2644.095477,21010.5,75.88057907,96.00964716,838.3930828,21010.5,838.3930828,882.5190345,35.30076138,2224.382561,0.011581615,0.729784305
2.96,16.29,2660.427136,11774,42.26141602,92.33945287,901.9528187,11774,901.9528187,949.4240197,37.97696079,2262.359522,0.012459633,0.742243938
3,16.4,2678.39196,13035.1375,46.47430095,92.91167741,923.9725961,13035.1375,923.9725961,972.6027327,38.90410931,2301.263631,0.012763815,0.755007753
3.04,16.47,2689.824121,8340.7625,29.6110122,90.34912968,804.9561729,8340.7625,804.9561729,847.3222872,33.89289149,2335.156522,0.011119715,0.766127468
3.08,16.51,2696.356784,4782.1,16.93607147,88.02537426,572.6385774,4782.1,572.6385774,602.7774499,24.111098,2359.26762,0.007910465,0.774037933
3.12,16.65,2719.221106,16828.7,59.09863199,94.43501191,936.5151501,16828.7,936.5151501,985.8054212,39.43221685,2398.699837,0.012937079,0.786975012
3.16,16.78,2740.452261,15753.8875,54.89551716,93.94424823,954.0163213,15753.8875,954.0163213,1004.227707,40.16910827,2438.868945,0.013178841,0.800153853
3.2,16.96,2769.849246,22015.35,75.89983711,96.01239993,877.8841111,22015.35,877.8841111,924.088538,36.96354152,2475.832487,0.012127146,0.812281
3.24,17.19,2807.41206,28472.5625,96.84824958,97.28804513,772.1630467,28472.5625,772.1630467,812.8032071,32.51212828,2508.344615,0.010666709,0.822947708
3.28,17.44,2848.241206,31383.4375,105.2192321,97.59399048,755.0884948,31383.4375,755.0884948,794.8299946,31.79319978,2540.137815,0.01043084,0.833378548
3.32,17.69,2889.070352,31836.5625,105.2299669,97.59664744,765.1448406,31836.5625,765.1448406,805.4156217,32.21662487,2572.35444,0.010569759,0.843948307
3.36,17.84,2913.567839,19319.4375,63.31997357,94.77124058,1010.166907,19319.4375,1010.166907,1063.333587,42.53334347,2614.887783,0.013954509,0.857902816
3.4,18,2939.698492,20787.2,67.52499908,95.17969601,1002.00623,20787.2,1002.00623,1054.7434,42.189736,2657.077519,0.013841777,0.871744593
3.44,18.17,2967.462312,22289.7625,71.72847725,95.55592681,990.5733592,22289.7625,990.5733592,1042.708799,41.70835197,2698.785871,0.013683843,0.885428435
3.48,18.34,2995.226131,22499.2875,71.73160219,95.53175138,1005.324103,22499.2875,1005.324103,1058.235897,42.3294359,2741.115307,0.01388761,0.899316046
3.52,18.59,3036.055276,33467.8125,105.2662217,97.57030775,813.1648461,33467.8125,813.1648461,855.9629959,34.23851983,2775.353827,0.01123311,0.910549156
3.56,18.85,3078.517588,35287.2,109.4578572,97.6748559,820.4782482,35287.2,820.4782482,863.6613139,34.54645256,2809.90028,0.011334138,0.921883294
3.6,19.04,3109.547739,26096.7375,80.14203583,96.13461848,1008.738468,26096.7375,1008.738468,1061.829967,42.47319866,2852.373478,0.013934776,0.93581807
3.64,19.02,3106.281407,-2759.35,-8.48276382,83.31131995,-460.4990928,0,0,0,0,2852.373478,0,0.93581807
3.68,19.15,3127.512563,17987.6125,54.92193658,93.50937257,1167.508911,17987.6125,1167.508911,1228.956748,49.15826994,2901.531748,0.016128041,0.951946112
3.72,19.34,3158.542714,26509.9875,80.14826964,96.0794742,1039.330901,26509.9875,1039.330901,1094.032527,43.76130108,2945.293049,0.014357382,0.966303494
3.76,19.44,3174.874372,14057.75,42.28249951,91.62267003,1177.664104,14057.75,1177.664104,1239.646425,49.58585701,2994.878906,0.016268326,0.98257182
3.8,19.36,3161.809045,-11252,-33.98329363,83.11946208,-1899.398127,0,0,0,0,2994.878906,0,0.98257182
3.84,19.24,3142.211055,-16791,-51.02847522,83.18845457,-2822.826593,0,0,0,0,2994.878906,0,0.98257182
3.88,19.29,3150.376884,6983.5625,21.16829573,87.92351253,843.36905,6983.5625,843.36905,887.7568947,35.51027579,3030.389182,0.011650353,0.994222173
3.92,19.51,3186.306533,30943,92.73554857,96.90897833,956.4548355,30943,956.4548355,1006.794564,40.27178255,3070.660965,0.013212527,1.0074347
3.96,19.66,3210.80402,21298.6875,63.34472068,94.38188737,1196.584253,21298.6875,1196.584253,1259.562372,50.38249487,3121.043459,0.01652969,1.02396439
4,19.75,3225.502513,12857.5125,38.06544863,90.82363388,1179.852421,12857.5125,1179.852421,1241.949917,49.67799669,3170.721456,0.016298555,1.040262945
4.04,19.72,3220.603015,-4292.3625,-12.72713289,82.90417509,-733.8147776,0,0,0,0,3170.721456,0,1.040262945
4.08,19.76,3227.135678,5724.6,16.93944993,86.81834693,754.5969119,5724.6,754.5969119,794.3125389,31.77250155,3202.493958,0.010424049,1.050686994
4.12,19.71,3218.969849,-7153.9375,-21.22265015,82.91035288,-1222.582674,0,0,0,0,3202.493958,0,1.050686994
4.16,19.48,3181.407035,-32674.6625,-98.07611526,83.04908323,-5538.654846,0,0,0,0,3202.493958,0,1.050686994
4.2,19.08,3116.080402,-55912,-171.3435476,83.27843217,-9349.363003,0,0,0,0,3202.493958,0,1.050686994
4.24,18.69,3052.386935,-53397.3375,-167.051892,83.48693355,-8817.537824,0,0,0,0,3202.493958,0,1.050686994
4.28,18.34,2995.226131,-46981.8125,-149.786107,83.66162241,-7676.065925,0,0,0,0,3202.493958,0,1.050686994
4.32,17.91,2925,-56504.6875,-184.4718015,83.85966799,-9120.044165,0,0,0,0,3202.493958,0,1.050686994
4.36,17.46,2851.507538,-57697.3125,-193.2201623,84.04765075,-9204.076798,0,0,0,0,3202.493958,0,1.050686994
4.4,17.19,2807.41206,-33913.6875,-115.3560123,84.15082172,-5375.040793,0,0,0,0,3202.493958,0,1.050686994
4.44,16.89,2758.417085,-37062,-128.3040306,84.25720176,-5834.595885,0,0,0,0,3202.493958,0,1.050686994
4.48,16.45,2686.557789,-53177.3,-189.0172664,84.39660008,-8297.466785,0,0,0,0,3202.493958,0,1.050686994
4.52,16.11,2631.030151,-40130.2,-145.6521438,84.49120034,-6223.712322,0,0,0,0,3202.493958,0,1.050686994
4.56,15.84,2586.934673,-31271.0625,-115.4326213,84.55807862,-4828.852885,0,0,0,0,3202.493958,0,1.050686994
4.6,15.51,2533.040201,-37502.4375,-141.3802664,84.62983699,-5764.185776,0,0,0,0,3202.493958,0,1.050686994
4.64,15.22,2485.678392,-32304.9125,-124.1066389,84.68384056,-4947.871906,0,0,0,0,3202.493958,0,1.050686994
4.68,15,2449.748744,-24100.45,-93.94528539,84.71905424,-3682.776692,0,0,0,0,3202.493958,0,1.050686994
4.72,14.82,2420.351759,-19457.55,-76.76814541,84.74439844,-2968.366301,0,0,0,0,3202.493958,0,1.050686994
4.76,14.79,2415.452261,-3220.0875,-12.7303574,84.74814838,-491.1229677,0,0,0,0,3202.493958,0,1.050686994
4.8,14.83,2421.984925,4294.9,16.9337445,88.25744032,504.3311955,4294.9,504.3311955,530.8749426,21.23499771,3223.728955,0.006966863,1.057653857
4.84,14.65,2392.58794,-19235.7,-76.77352262,84.76499216,-2930.560404,0,0,0,0,3223.728955,0,1.057653857
4.88,14.31,2337.060302,-35693.2,-145.8434567,84.79768457,-5426.19285,0,0,0,0,3223.728955,0,1.057653857
4.92,13.93,2275,-38900.6,-163.2849964,84.82009175,-5905.075389,0,0,0,0,3223.728955,0,1.057653857
4.96,13.64,2227.638191,-28982.9625,-124.2423056,84.82724532,-4397.513799,0,0,0,0,3223.728955,0,1.057653857
5,13.25,2163.944724,-38015.7375,-167.7600857,84.82321735,-5769.565853,0,0,0,0,3223.728955,0,1.057653857
5.04,12.85,2098.61809,-37845,-172.2052864,84.80244102,-5751.516195,0,0,0,0,3223.728955,0,1.057653857
5.08,12.64,2064.321608,-19404.2625,-89.76171974,84.78503689,-2952.351382,0,0,0,0,3223.728955,0,1.057653857
5.12,12.59,2056.155779,-4572.9375,-21.23785411,84.7800169,-696.0003145,0,0,0,0,3223.728955,0,1.057653857
5.16,12.47,2036.557789,-10901.1,-51.11460012,84.76730118,-1660.531731,0,0,0,0,3223.728955,0,1.057653857
5.2,12.28,2005.527638,-17046.5625,-81.16700961,84.74421283,-2600.587295,0,0,0,0,3223.728955,0,1.057653857
5.24,12.15,1984.296482,-11512.6375,-55.40381237,84.72617252,-1758.42039,0,0,0,0,3223.728955,0,1.057653857
5.28,12.01,1961.432161,-12261.2,-59.69405296,84.70461669,-1875.397538,0,0,0,0,3223.728955,0,1.057653857
5.32,11.84,1933.668342,-14697.5625,-72.58296593,84.67569544,-2252.29924,0,0,0,0,3223.728955,0,1.057653857
5.36,11.65,1902.638191,-16178.7375,-81.20070516,84.63996176,-2485.060267,0,0,0,0,3223.728955,0,1.057653857
5.4,11.51,1879.773869,-11753.7,-59.70907944,84.61103542,-1808.77273,0,0,0,0,3223.728955,0,1.057653857
5.44,11.32,1848.743719,-15724.1625,-81.21985202,84.56860051,-2426.458333,0,0,0,0,3223.728955,0,1.057653857
5.48,11.13,1817.713568,-15462.4375,-81.23139103,84.52219275,-2393.246272,0,0,0,0,3223.728955,0,1.057653857
5.52,10.85,1771.984925,-22309.7,-120.2278524,84.44693899,-3469.841253,0,0,0,0,3223.728955,0,1.057653857
5.56,10.68,1744.221106,-13267.8625,-72.6391589,84.39723386,-2070.153558,0,0,0,0,3223.728955,0,1.057653857
5.6,10.64,1737.688442,-3091.4,-16.98848582,84.3849493,-482.7236773,0,0,0,0,3223.728955,0,1.057653857
5.64,10.68,1744.221106,3091.4,16.92485853,87.63992448,382.0993746,3091.4,382.0993746,402.209868,16.08839472,3239.81735,0.005278345,1.062932201
5.68,10.79,1762.18593,8561.1625,46.39299318,91.96358323,688.0106986,8561.1625,688.0106986,724.221788,28.96887152,3268.786222,0.009504223,1.072436424
5.72,10.87,1775.251256,6281.4,33.78842931,90.36801561,605.0234672,6281.4,605.0234672,636.8668076,25.4746723,3294.260894,0.008357832,1.080794257
5.76,10.7,1747.487437,-13292.5125,-72.63808686,84.40328501,-2073.195289,0,0,0,0,3294.260894,0,1.080794257
5.8,10.33,1687.060302,-28206.4875,-159.6576687,84.28503152,-4432.640621,0,0,0,0,3294.260894,0,1.080794257
5.84,10.09,1647.864322,-17765.4,-102.9496611,84.20041806,-2806.858931,0,0,0,0,3294.260894,0,1.080794257
5.88,9.87,1611.934673,-15918.1,-94.30075581,84.11730527,-2528.22323,0,0,0,0,3294.260894,0,1.080794257
5.92,9.83,1605.40201,-2856.5,-16.99111221,84.10171899,-454.1343971,0,0,0,0,3294.260894,0,1.080794257
5.96,9.93,1621.733668,7163,42.17807942,91.06035409,640.3468367,7163,640.3468367,674.0493018,26.96197207,3321.222866,0.008845791,1.089640048
6,10.17,1660.929648,17487,100.5392068,95.42346658,800.2983992,17487,800.2983992,842.4193676,33.6967747,3354.919641,0.011055372,1.10069542
6.04,10.43,1703.39196,19415.5,108.8442192,95.72647619,829.7260156,19415.5,829.7260156,873.3958059,34.93583224,3389.855473,0.011461887,1.112157307
6.08,10.62,1734.422111,14498.1875,79.82341295,94.80050017,753.8332347,14498.1875,753.8332347,793.5086681,31.74034672,3421.59582,0.0104135,1.122570807
6.12,10.76,1757.286432,10850.35,58.96204985,93.27892724,729.2599186,10850.35,729.2599186,767.6420196,30.70568078,3452.301501,0.010074042,1.132644849
6.16,10.86,1773.61809,7837.25,42.19635844,91.48428441,667.3979203,7837.25,667.3979203,702.5241266,28.10096507,3480.402466,0.009219477,1.141864326
6.2,11.02,1799.748744,12690.4,67.33406193,94.12634662,745.3901087,12690.4,745.3901087,784.621167,31.38484668,3511.787312,0.010296866,1.152161192
6.24,11.26,1838.944724,19383.6,100.6554155,95.98823912,777.6236818,19383.6,777.6236818,818.551244,32.74204976,3544.529362,0.010742142,1.162903334
6.28,11.51,1879.773869,20635.3125,104.8278851,96.2000328,784.135107,20635.3125,784.135107,825.4053758,33.01621503,3577.545577,0.010832092,1.173735426
6.32,11.63,1899.371859,10065.9,50.60739636,92.77383529,727.3785137,10065.9,727.3785137,765.6615933,30.62646373,3608.172041,0.010048052,1.183783478
6.36,11.71,1912.437186,6768.6,33.79738134,90.65970876,632.2069528,6768.6,632.2069528,665.481003,26.61924012,3634.791281,0.008733346,1.192516824
6.4,11.83,1932.035176,10239.9,50.61183322,92.84384709,732.7829023,10239.9,732.7829023,771.3504235,30.85401694,3665.645298,0.010122709,1.202639533
6.44,11.97,1954.899497,12078.5,59.00107856,93.76660376,752.9007648,12078.5,752.9007648,792.5271209,31.70108483,3697.346383,0.010400618,1.213040152
6.48,12.06,1969.59799,7839.7875,38.01001848,91.3523961,677.9537694,7839.7875,677.9537694,713.6355468,28.54542187,3725.891805,0.009365296,1.222405448
6.52,12.17,1987.562814,9661.7125,46.41994584,92.46452238,728.0561829,9661.7125,728.0561829,766.3749294,30.65499718,3756.546802,0.010057414,1.232462861
6.56,12.36,2018.592965,16895.0375,79.92484206,95.55023163,751.790035,16895.0375,751.790035,791.3579316,31.65431726,3788.201119,0.010385275,1.242848136
6.6,12.57,2052.889447,18977.9625,88.27859326,96.07678317,744.5466186,18977.9625,744.5466186,783.7332828,31.34933131,3819.55045,0.010285214,1.25313335
6.64,12.77,2085.552764,18371.5,84.1191387,95.93289751,747.1877339,18371.5,747.1877339,786.5134041,31.46053616,3851.010986,0.010321698,1.263455048
6.68,12.61,2059.422111,-14720.4,-68.25675256,84.78203925,-2240.144694,0,0,0,0,3851.010986,0,1.263455048
6.72,12.46,2034.924623,-13631.8125,-63.97004542,84.76616264,-2076.648146,0,0,0,0,3851.010986,0,1.263455048
6.76,12.28,2005.527638,-16142.85,-76.86399303,84.74421283,-2462.718839,0,0,0,0,3851.010986,0,1.263455048
6.8,12.27,2003.894472,-889.9375,-4.24088057,84.74291296,-135.778539,0,0,0,0,3851.010986,0,1.263455048
6.84,12.26,2002.261307,-889.2125,-4.240881977,84.74151913,-135.6803192,0,0,0,0,3851.010986,0,1.263455048
6.88,12.19,1990.829146,-6204.1875,-29.75927223,84.73176233,-947.2700927,0,0,0,0,3851.010986,0,1.263455048
6.92,12.07,1971.231156,-10553.1,-51.12271156,84.71399854,-1613.14702,0,0,0,0,3851.010986,0,1.263455048
6.96,11.78,1923.869347,-25072.3125,-124.4486527,84.66494182,-3844.853709,0,0,0,0,3851.010986,0,1.263455048
7,11.57,1889.572864,-17775.1875,-89.83010951,84.62367963,-2733.169777,0,0,0,0,3851.010986,0,1.263455048
7.04,11.5,1878.140704,-5854.0125,-29.76438424,84.60887132,-900.9985971,0,0,0,0,3851.010986,0,1.263455048
7.08,11.47,1873.241206,-2497.9875,-12.73409074,84.60237899,-384.630648,0,0,0,0,3851.010986,0,1.263455048
7.12,11.39,1860.175879,-6629.4,-34.03232323,84.58465242,-1021.945053,0,0,0,0,3851.010986,0,1.263455048
7.16,11.44,1868.341709,4137.9375,21.14944619,88.6099537,471.3129972,4137.9375,471.3129972,496.1189444,19.84475778,3870.855744,0.006510747,1.269965795
7.2,11.55,1886.306533,9167.2625,46.40863346,92.26163877,709.3958868,9167.2625,709.3958868,746.7325124,29.8693005,3900.725045,0.009799639,1.279765435
7.24,11.91,1945.100503,30615.3,150.3030714,95.81253884,1282.003796,30615.3,1282.003796,1349.47768,53.97910721,3954.704152,0.017709681,1.297475115
7.28,12.02,1963.065327,9542.0875,46.41731598,92.41875281,723.4092406,9542.0875,723.4092406,761.4834112,30.45933645,3985.163488,0.009993221,1.307468336
7.32,12.08,1972.864322,5241.75,25.37175254,89.47663777,551.6083398,5241.75,551.6083398,580.6403577,23.22561431,4008.389103,0.007619952,1.315088288
7.36,12.33,2013.693467,22121.5625,104.904428,96.54976367,763.2461854,22121.5625,763.2461854,803.4170372,32.13668149,4040.525784,0.010543531,1.325631819
7.4,12.62,2061.055276,26228.6875,121.5229494,96.79921557,839.5237458,26228.6875,839.5237458,883.7092061,35.34836825,4075.874152,0.011597234,1.337229053
7.44,12.91,2108.417085,26838.4125,121.5546785,96.90824127,829.7789613,26838.4125,829.7789613,873.4515382,34.93806153,4110.812214,0.011462619,1.348691671
7.48,13.05,2131.281407,13174.7,59.02980119,94.09064849,778.5393339,13174.7,778.5393339,819.5150883,32.78060353,4143.592817,0.010754791,1.359446462
7.52,13.14,2145.979899,8544.4875,38.02171928,91.60503643,717.3066131,8544.4875,717.3066131,755.0595928,30.20238371,4173.795201,0.009908919,1.369355381
7.56,13.33,2177.01005,18231.2125,79.96989048,95.85764148,755.2021843,18231.2125,755.2021843,794.9496677,31.79798671,4205.593188,0.01043241,1.379787791
