:Time,Speed,Speed Input
558.6,45.684,43
558.62,45.18,42.7
558.64,45.18,42.5
558.66,44.82,42.5
558.68,44.82,42.1
558.7,44.28,42.6
558.72,44.28,42.5
558.74,44.676,42.5
558.76,44.676,42.6
558.78,44.352,42.6
558.8,44.352,42.6
558.82,44.316,43.1
558.84,44.316,43
558.86,44.856,42.8
558.88,44.856,42.7
558.9,46.152,42.5
558.92,46.152,42.1
558.94,47.412,42.4
558.96,47.412,42.1
558.98,48.456,42
559,48.456,42.1
559.02,49.536,41.8
559.04,49.536,41.7
559.06,50.148,42.1
559.08,50.148,46.4
559.1,50.724,51.3
559.12,50.724,53.4
559.14,51.768,53.7
559.16,51.768,54.5
559.18,52.812,55.5
559.2,52.812,55.8
559.22,54,56.7
559.24,54,58
559.26,55.044,59.2
559.28,55.044,59.8
559.3,56.448,61
559.32,56.448,61.4
559.34,57.6,62.2
559.36,57.6,63.2
559.38,58.536,62.9
559.4,58.536,63
559.42,59.58,63.8
559.44,59.58,64.5
559.46,60.84,64.5
559.48,60.84,65
559.5,61.74,65.6
559.52,61.74,65.8
559.54,62.28,65.6
559.56,62.28,65.5
559.58,62.64,65.8
559.6,62.64,65.9
559.62,63.252,66.1
559.64,63.252,66.4
559.66,64.044,66.7
559.68,64.044,66.4
559.7,64.512,67.2
559.72,64.512,67.2
559.74,64.476,67.2
559.76,64.476,66.7
559.78,64.404,67.5
559.8,64.404,67.5
559.82,64.656,67.2
559.84,64.656,68.6
559.86,65.628,68.8
559.88,65.628,69.6
559.9,66.384,69.1
559.92,66.384,68.9
559.94,66.708,69.6
559.96,66.708,69.4
559.98,66.888,69.8
560,66.888,69.8
560.02,67.356,70.1
560.04,67.356,70.3
560.06,67.86,69.3
560.08,67.86,69.8
560.1,68.292,69.3
560.12,68.292,68.3
560.14,69.156,68.5
560.16,69.156,68.3
560.18,69.264,67.9
560.2,69.264,67
560.22,68.292,66.7
560.24,68.292,67
560.26,66.996,65.9
560.28,66.996,65.6
560.3,65.556,64.7
560.32,65.556,65.1
560.34,64.404,63.9
560.36,64.404,63.9
560.38,63.324,62.9
560.4,63.324,63
560.42,62.424,62.3
560.44,62.424,61.9
560.46,61.596,61.3
560.48,61.596,60.9
560.5,60.732,60.4
560.52,60.732,59.5
560.54,59.688,60.1
560.56,59.688,59.9
560.58,58.644,58.9
560.6,58.644,58.9
560.62,57.96,58.8
560.64,57.96,58.4
560.66,57.312,58
560.68,57.312,57.7
560.7,56.952,57.3
560.72,56.952,57.8
560.74,56.556,57.5
560.76,56.556,57.4
560.78,56.052,57.7
560.8,56.052,57.1
560.82,55.584,57.7
560.84,55.584,58.3
560.86,55.152,58.6
560.88,55.152,58.9
560.9,55.152,59.6
560.92,55.152,59.8
560.94,55.692,59.5
560.96,55.692,60
560.98,56.736,59.7
561,56.736,60.5
561.02,58.104,60.2
561.04,58.104,60.1
561.06,58.788,60.4
561.08,58.788,60.5
561.1,58.896,60.6
561.12,58.896,60.8
561.14,58.86,61.1
561.16,58.86,60.9
561.18,58.932,61.1
561.2,58.932,61.4
561.22,59.58,61.4
561.24,59.58,61.7
561.26,60.48,61.3
561.28,60.48,60.6
561.3,60.948,61.6
561.32,60.948,61.1
561.34,61.02,60.9
561.36,61.02,58.6
561.38,60.552,57.2
561.4,60.552,59
561.42,59.868,57.5
561.44,59.868,57.4
561.46,59.076,56.9
561.48,59.076,55.8
561.5,58.032,54.9
561.52,58.032,53.8
561.54,56.664,53.3
561.56,56.664,52.6
561.58,55.152,51.6
561.6,55.152,51.7
561.62,53.712,51.4
561.64,53.712,50.2
561.66,52.452,49.5
561.68,52.452,48.8
561.7,51.372,49.2
561.72,51.372,49
561.74,50.328,49.4
561.76,50.328,48.7
561.78,49.716,48.1
561.8,49.716,47.4
561.82,49.752,46.6
561.84,49.752,46.1
561.86,49.788,44.6
561.88,49.788,44.4
561.9,48.996,43.4
561.92,48.996,42
561.94,47.664,41.1
561.96,47.664,39.9
561.98,46.044,37.7
562,46.044,37.5
562.02,44.028,37.4
562.04,44.028,36
562.06,42.192,33.3
562.08,42.192,34.5
562.1,41.112,34.4
562.12,41.112,31.9
562.14,40.032,30.6
562.16,40.032,30.9
562.18,38.664,29.2
562.2,38.664,26.6
562.22,37.188,23.6
562.24,37.188,24.1
562.26,36.144,28.9
562.28,36.144,34.5
562.3,35.64,34.6
562.32,35.64,34.3
562.34,35.46,34.2
562.36,35.46,33.1
562.38,35.1,32.9
562.4,35.1,32.1
562.42,34.668,31.2
562.44,34.668,30.8
562.46,33.768,30.3
562.48,33.768,29.6
562.5,32.868,29.3
562.52,32.868,29
562.54,31.824,28.8
562.56,31.824,28.4
562.58,31.248,28.4
562.6,31.248,28.3
562.62,30.78,28.1
562.64,30.78,27.9
562.66,30.384,27.4
562.68,30.384,27.7
562.7,29.736,27.8
562.72,29.736,27.7
562.74,29.448,27.7
562.76,29.448,28
562.78,29.556,27.8
562.8,29.556,27.9
562.82,30.276,28
562.84,30.276,28
562.86,31.032,28.3
562.88,31.032,28.5
562.9,31.428,28.1
562.92,31.428,28.1
562.94,31.068,27.4
562.96,31.068,27
562.98,30.6,27.1
563,30.6,26.9
563.02,29.088,26.7
563.04,29.088,26.6
563.06,28.404,26.9
563.08,28.404,27.1
563.1,27.864,27.1
563.12,27.864,27.4
563.14,27.972,27.5
563.16,27.972,27.7
563.18,29.268,27.4
563.2,30.384,27.3
563.22,30.384,27.1
563.24,31.392,27.1
563.26,31.392,27.2
563.28,31.392,26.8
563.3,32.148,27
563.32,32.148,29.5
563.34,33.12,34.3
563.36,33.12,34.9
563.38,34.416,35.6
563.4,34.416,36.4
563.42,35.208,37.4
563.44,35.208,38.4
563.46,35.892,39
563.48,35.892,40.1
563.5,36.648,41.2
563.52,36.648,41.9
563.54,38.16,43.1
563.56,38.16,43.4
563.58,39.384,43.6
563.6,39.384,43.7
563.62,40.752,43.3
563.64,40.752,42.9
563.66,41.58,42.5
563.68,41.148,41.9
563.7,41.148,41.7
563.72,40.608,41.6
563.74,40.608,41.4
563.76,40.608,41.1
563.78,39.78,40.9
563.8,39.78,40.4
563.82,39.744,41.4
563.84,39.744,41.9
563.86,39.456,43
563.88,39.456,43.6
563.9,39.78,44.2
563.92,39.78,44.3
563.94,40.68,44.9
563.96,40.68,45.8
563.98,42.156,46.8
564,42.156,47.4
564.02,43.632,48
564.04,43.632,48.6
564.06,44.856,48.9
564.08,44.856,49.4
564.1,45.828,49.5
564.12,45.828,49.6
564.14,46.44,49.8
564.16,47.268,50.4
564.18,47.268,51.2
564.2,48.312,51.2
564.22,48.312,51.3
564.24,48.312,50.6
564.26,49.104,51
564.28,49.104,51.5
564.3,49.428,51.7
564.32,49.428,52.1
564.34,49.572,51.7
564.36,49.572,52.2
564.38,49.932,52.8
564.4,49.932,52.8
564.42,50.364,52.7
564.44,50.364,52.5
564.46,50.832,52.8
564.48,50.832,52.9
564.5,51.228,52.7
564.52,51.228,53
564.54,51.12,52.7
564.56,51.12,53.2
564.58,51.444,53.3
564.6,51.444,52.9
564.62,51.408,53
564.64,51.408,53.2
564.66,51.3,53.1
564.68,51.3,53.4
564.7,51.3,53.8
564.72,51.3,54.5
564.74,51.48,55
564.76,51.48,54.7
564.78,51.876,55.4
564.8,51.876,55.5
564.82,52.488,56.1
564.84,52.488,56.1
564.86,53.316,56.7
564.88,53.316,56.6
564.9,54.036,56.4
564.92,54.036,56.4
564.94,54.468,56.1
564.96,54.468,56.2
564.98,54.792,56.4
565,54.792,57
565.02,54.864,57.1
565.04,54.864,57.9
565.06,55.188,58.3
565.08,55.188,58.6
565.1,55.908,58.3
565.12,55.908,58.8
565.14,56.772,58.6
565.16,56.772,58.5
565.18,57.24,58.6
565.2,57.24,58.3
565.22,57.276,58.6
565.24,57.276,59.4
565.26,57.276,59.8
565.28,57.276,60.2
565.3,57.168,59.5
565.32,57.168,60
565.34,57.348,60.1
565.36,57.348,60.2
565.38,58.248,60.9
565.4,58.248,61.1
565.42,59.184,61.4
565.44,59.184,61.5
565.46,59.976,61.8
565.48,59.976,62.9
565.5,60.516,62.6
565.52,60.516,63.3
565.54,61.164,63
565.56,61.164,64
565.58,62.064,64
565.6,62.064,64.6
565.62,63.036,64.6
565.64,63.036,65.8
565.66,63.612,65.8
565.68,63.612,66.3
565.7,64.296,66.3
565.72,64.296,67.5
565.74,65.304,67
565.76,65.304,67
565.78,66.204,68
565.8,66.204,68.3
565.82,66.924,68.7
565.84,66.924,68.9
565.86,67.536,69.1
565.88,67.536,70.1
565.9,68.328,70.4
565.92,68.328,71
565.94,69.084,71.4
565.96,69.084,71.5
565.98,69.696,71.6
566,69.696,72.1
566.02,70.128,72.3
566.04,70.128,72.8
566.06,70.776,73.2
566.08,70.776,73.3
566.1,71.532,73.8
566.12,71.532,73.9
566.14,72.324,73.2
566.16,72.324,73.6
566.18,72.864,73.7
566.2,72.864,73.9
566.22,72.972,73.9
566.24,72.972,74.3
566.26,72.756,74.5
566.28,72.756,73.8
566.3,72.72,74.9
566.32,72.72,75.3
566.34,72.972,75.7
566.36,72.972,75.7
566.38,73.8,76.3
566.4,73.8,76.5
566.42,74.772,77.2
566.44,74.772,77.3
566.46,75.492,77.5
566.48,75.492,77.6
566.5,75.96,78.6
566.52,75.96,77.7
566.54,76.464,78.8
566.56,76.464,79
566.58,77.292,79.5
566.6,77.292,79
566.62,78.084,80
566.64,78.084,80.6
566.66,78.804,81.3
566.68,78.804,81.1
566.7,79.344,81.3
566.72,79.344,82
566.74,79.812,81.8
566.76,79.812,82.2
566.78,80.424,82.7
566.8,80.424,83.4
566.82,81.144,83.7
566.84,81.144,83.6
566.86,81.972,84
566.88,81.972,84.2
566.9,82.44,83.7
566.92,82.44,84.9
566.94,82.872,84.9
566.96,82.872,84.4
566.98,83.304,85.7
567,83.304,85.4
567.02,83.988,85.9
567.04,83.988,85.9
567.06,84.816,86.2
567.08,84.816,86.7
567.1,85.032,87.2
567.12,85.032,87
567.14,85.356,87
567.16,85.356,88
567.18,85.824,88
567.2,85.824,87.8
567.22,86.508,88.6
567.24,86.508,88.9
567.26,87.192,88.5
567.28,87.192,89.1
567.3,87.444,89.7
567.32,87.444,88.3
567.34,88.02,88.3
567.36,88.02,88.3
567.38,88.236,88
567.4,88.236,87.8
567.42,88.524,87.8
567.44,88.524,87.5
567.46,88.632,87
567.48,88.632,86.4
567.5,88.164,86.2
567.52,88.164,84.4
567.54,87.588,84.2
567.56,87.588,83.6
567.58,86.472,82.7
567.6,84.96,82.5
567.62,84.96,81.7
567.64,84.96,81.1
567.66,83.448,80.1
567.68,83.448,78.8
567.7,81.18,77.5
567.72,81.18,76.9
567.74,79.56,76.7
567.76,79.56,75.9
567.78,77.976,74.3
567.8,77.976,73.8
567.82,76.32,72.8
567.84,76.32,71.5
567.86,74.7,69.9
567.88,74.7,69.7
567.9,73.008,68.3
567.92,73.008,67.6
567.94,71.244,67.5
567.96,71.244,66.6
567.98,69.696,65.5
568,69.696,63.7
568.02,68.292,65
568.04,68.292,64.5
568.06,66.744,63.6
568.08,65.844,62.9
568.1,65.844,62.4
568.12,64.116,61
568.14,64.116,60.1
568.16,64.116,60.1
568.18,62.532,58.6
568.2,62.532,58
568.22,60.804,57.3
568.24,60.804,56.4
568.26,59.148,55.1
568.28,57.6,54.8
568.3,57.6,54.8
568.32,55.908,54.2
568.34,55.908,53.3
568.36,54.828,53.3
568.38,54.828,52.6
568.4,54.828,51.4
568.42,53.928,51.7
568.44,53.28,51.6
568.46,53.28,49.9
568.48,53.28,47.4
568.5,52.56,47.3
568.52,52.344,47.8
568.54,52.344,49.6
568.56,52.344,51.7
568.58,53.064,51.4
568.6,53.712,51.7
568.62,53.712,51.7
568.64,53.28,50.8
568.66,53.28,50.8
568.68,52.272,50.4
568.7,52.272,50.2
568.72,52.272,50
568.74,50.328,50
568.76,50.328,50
568.78,48.78,50.2
568.8,47.88,50.4
568.82,47.88,49.9
568.84,47.952,50.2
568.86,47.952,50.4
568.88,47.952,49.8
568.9,48.06,49.9
568.92,47.988,49.3
568.94,47.988,49.2
568.96,47.484,48.9
568.98,47.484,48.5
569,47.484,48.7
569.02,46.692,48.1
569.04,46.692,47.5
569.06,45.936,46.9
569.08,45.396,47.2
569.1,45.396,47.1
569.12,44.856,47.2
569.14,44.856,46.4
569.16,44.856,46.7
569.18,44.424,46.8
569.2,44.424,46.3
569.22,43.848,46.8
569.24,43.848,46.6
569.26,43.236,46.6
569.28,43.236,46.6
569.3,43.308,47.4
569.32,43.308,48
569.34,44.136,48.7
569.36,44.136,48.6
569.38,44.784,49.2
569.4,44.784,49.9
569.42,46.224,49.5
569.44,46.224,49.9
569.46,47.16,50.4
569.48,47.16,51.1
569.5,48.06,51.3
569.52,48.06,50.9
569.54,49.176,50.9
569.56,49.86,51.1
569.58,49.86,51.8
569.6,50.112,52.1
569.62,50.112,51.8
569.64,50.112,52
569.66,50.364,52.2
569.68,50.364,53.4
569.7,51.084,53.5
569.72,51.084,53
569.74,51.984,53.6
569.76,51.984,53.9
569.78,52.848,54.4
569.8,52.848,54.4
569.82,53.928,54.4
569.84,53.928,54.9
569.86,54.936,55.2
569.88,54.936,55.2
569.9,56.124,56.4
569.92,56.124,57.2
569.94,57.312,57.1
569.96,57.312,57.2
569.98,57.888,57.5
570,57.888,56.5
570.02,58.104,56.7
570.04,58.536,56.2
570.06,58.536,55.8
570.08,58.536,56.1
570.1,59.688,56.3
570.12,59.688,56
570.14,60.768,58.2
570.16,60.768,59.8
570.18,61.668,60
570.2,61.668,61
570.22,62.604,62.2
570.24,62.604,62.2
570.26,63.144,62.1
570.28,63.144,62
570.3,63.792,61.5
570.32,63.792,61
570.34,64.26,61.8
570.36,64.26,61.8
570.38,65.232,61.5
570.4,65.232,67
570.42,66.492,66.7
570.44,66.492,67.5
570.46,67.428,67.2
570.48,67.428,67.3
570.5,67.392,68.2
570.52,67.392,67.6
570.54,67.284,68.3
570.56,67.284,67.9
570.58,67.896,68.1
570.6,67.896,69.1
570.62,69.3,69.6
570.64,69.3,70.1
570.66,70.416,69.9
570.68,70.416,70.3
570.7,70.632,70.3
570.72,70.632,69.8
570.74,70.236,71
570.76,70.236,69.9
570.78,70.488,70.3
570.8,70.488,70.5
570.82,71.316,71.2
570.84,71.316,71.1
570.86,72.576,72.3
570.88,72.576,71.5
570.9,73.188,70.5
570.92,73.188,67.5
570.94,73.224,65.3
570.96,73.224,62.5
570.98,73.404,68.3
571,73.404,71.4
571.02,73.764,71.7
571.04,73.764,70
571.06,73.764,71.7
571.08,72.18,69.6
571.1,72.18,65.1
571.12,71.208,69
571.14,71.208,68.4
571.16,71.208,65.2
571.18,70.56,66.7
571.2,70.56,65.1
571.22,69.48,63.7
571.24,69.48,57.8
571.26,67.752,54.2
571.28,67.752,59.4
571.3,66.024,60.2
571.32,64.836,59.6
571.34,64.836,63
571.36,64.836,62.6
571.38,64.368,60.5
571.4,64.368,58.6
571.42,63.828,59.5
571.44,63.828,60.5
571.46,62.892,58.9
571.48,62.892,57.4
571.5,61.704,56.6
571.52,60.228,57.2
571.54,60.228,54.9
571.56,58.644,57
571.58,58.644,58
571.6,58.644,57
571.62,58.14,57.3
571.64,58.14,57
571.66,57.78,55.8
571.68,56.916,54.7
571.7,56.916,54.3
571.72,56.916,52.7
571.74,55.8,51.1
571.76,55.8,51.4
571.78,54.54,49.7
571.8,54.54,48.4
571.82,53.712,46.5
571.84,53.712,43.9
571.86,53.028,43.7
571.88,53.028,46.9
571.9,52.128,45.9
571.92,51.552,42.5
571.94,51.552,38.9
571.96,51.552,36.6
571.98,50.544,36.2
572,49.536,43.6
572.02,49.536,46.3
572.04,48.996,46.3
572.06,48.996,46.5
572.08,48.564,46.4
572.1,48.564,46.4
572.12,48.024,46.4
572.14,48.024,46.3
572.16,47.628,45.6
572.18,47.628,45.9
572.2,47.484,46.4
572.22,47.484,46.8
572.24,47.484,46.2
572.26,47.232,46
572.28,47.232,46.1
572.3,46.872,46.4
572.32,46.584,45.8
572.34,46.584,45.8
572.36,46.116,45.2
572.38,46.116,44.4
572.4,46.116,44.3
572.42,45.864,43.7
572.44,45.864,43.6
572.46,45.324,43.3
572.48,44.28,43.3
572.5,44.28,42.8
572.52,43.596,42.8
572.54,43.596,42.4
572.56,43.236,42.3
572.58,43.236,42.1
572.6,43.344,42
572.62,43.344,41.5
572.64,43.38,41.2
572.66,43.38,41.1
572.68,43.056,40.3
572.7,43.056,40.5
572.72,43.056,40
572.74,42.048,39.6
572.76,42.048,39.3
572.78,41.076,39.6
572.8,41.076,39.4
572.82,40.5,39.5
572.84,40.932,39.5
572.86,40.932,39.7
572.88,40.932,39.4
572.9,42.192,39.3
572.92,43.38,39
572.94,43.38,38.8
572.96,44.568,38.8
572.98,44.568,39.2
573,45,39.7
573.02,45,40.2
573.04,44.856,40.9
573.06,44.856,41.1
573.08,44.82,41.4
573.1,44.82,41.5
573.12,44.64,41.7
573.14,44.64,41.4
573.16,44.532,41.7
573.18,44.532,41.7
573.2,44.568,42.1
573.22,44.568,42.5
573.24,44.856,43.1
573.26,44.856,43.5
573.28,45.576,44.2
573.3,45.576,44.2
573.32,46.044,45.1
573.34,46.044,45.7
573.36,46.512,46.1
573.38,46.512,45.8
573.4,47.16,46.4
573.42,47.16,47.1
573.44,47.952,47.7
573.46,47.952,47.6
573.48,48.672,47.3
573.5,48.672,47.7
573.52,50.04,49.5
573.54,50.04,50.8
573.56,51.804,50.7
573.58,51.804,51
573.6,53.136,51.2
573.62,53.136,51.1
573.64,53.496,51
573.66,53.496,50.4
573.68,53.82,50.5
573.7,53.82,50.5
573.72,54.72,50.5
573.74,54.72,50.1
573.76,54.72,50.8
573.78,55.908,52.1
573.8,56.916,53.7
573.82,56.916,57.1
573.84,57.888,58.9
573.86,57.888,58.9
573.88,57.888,59.6
573.9,58.932,59.6
573.92,58.932,60.2
573.94,59.58,60.8
573.96,60.372,60.1
573.98,60.372,61.4
574,60.768,61.7
574.02,60.768,62.2
574.04,60.768,62.1
574.06,61.416,62.2
574.08,62.424,63.7
574.1,62.424,64.3
574.12,63.54,64.7
574.14,63.54,64.9
574.16,63.54,65.5
574.18,64.332,65.8
574.2,64.8,66.1
574.22,64.8,65.8
574.24,65.592,66.9
574.26,65.592,67.3
574.28,66.24,67.3
574.3,66.24,67.8
574.32,67.176,67.6
574.34,67.176,68.9
574.36,67.716,68.5
574.38,67.716,69.5
574.4,68.328,69.6
574.42,68.328,70.1
574.44,68.796,70.3
574.46,68.796,71.1
574.48,69.264,70.8
574.5,69.264,72.1
574.52,69.948,71.7
574.54,69.948,71.5
574.56,70.56,71.9
574.58,70.56,71.6
574.6,70.884,71.4
574.62,70.884,72.1
574.64,70.704,72.4
574.66,70.704,71.7
574.68,70.38,72.4
574.7,70.38,73
574.72,70.272,72.4
574.74,70.272,73.4
574.76,70.272,73
574.78,70.344,73.3
574.8,70.776,72.8
574.82,70.776,73.9
574.84,71.784,74.5
574.86,71.784,73.9
574.88,71.784,75.1
574.9,72.576,75.1
574.92,73.044,75.4
574.94,73.044,75.3
574.96,73.368,76.5
574.98,73.368,76.5
575,73.872,77
575.02,73.872,77.1
575.04,74.556,77.7
575.06,74.556,78.2
575.08,74.916,78.8
575.1,74.916,78.6
575.12,75.384,78.8
575.14,75.384,78.5
575.16,75.816,79.5
575.18,75.816,79.9
575.2,76.356,79.7
575.22,76.356,80.1
575.24,76.896,81
575.26,76.896,79.9
575.28,77.58,80.1
575.3,77.58,80.8
575.32,78.048,80.8
575.34,78.048,81.8
575.36,78.804,81.3
575.38,78.804,82
575.4,79.308,82.2
575.42,79.308,82.2
575.44,79.776,82.2
575.46,79.776,82.9
575.48,80.568,83.2
575.5,80.568,82.4
575.52,81.108,82.7
575.54,81.108,84.1
575.56,81.108,83.8
575.58,81.432,84.9
575.6,81.432,84.7
575.62,81.648,85.2
575.64,81.648,84.9
575.66,81.828,85.7
575.68,81.828,85.4
575.7,82.224,85.2
575.72,82.224,85.7
575.74,82.872,85.7
575.76,82.872,85.7
575.78,82.98,86
575.8,82.98,86.4
575.82,83.52,87
575.84,83.52,87
575.86,83.808,87.2
575.88,83.808,87.3
575.9,84.168,87.3
575.92,84.42,87
575.94,84.42,87.3
575.96,84.744,87.3
575.98,84.744,86.7
576,84.744,86.2
576.02,84.636,86.7
576.04,84.636,85.1
576.06,84.42,85.6
576.08,84.42,86.2
576.1,83.772,84.8
576.12,83.772,85.4
576.14,83.7,86.1
576.16,83.7,84.8
576.18,83.7,85.4
576.2,83.7,85.4
576.22,83.52,85.1
576.24,83.52,84.9
576.26,83.34,85.1
576.28,83.34,85.2
576.3,83.052,84.7
576.32,83.052,84.7
576.34,82.512,84.2
576.36,82.512,83.7
576.38,81.792,83.2
576.4,81.036,82.7
576.42,81.036,82
576.44,80.856,82
576.46,80.856,82.4
576.48,80.676,82
576.5,80.676,82.7
576.52,80.424,83.6
576.54,80.424,83.7
576.56,80.316,83.7
576.58,80.316,83.7
576.6,80.532,83.7
576.62,80.532,83.2
576.64,80.532,82.7
576.66,81.072,83.7
576.68,81.36,83.2
576.7,81.36,82.7
576.72,81.36,82.7
576.74,81.108,82.9
576.76,81.108,82.9
576.78,80.964,81.7
576.8,80.964,81.3
576.82,80.388,81.8
576.84,79.596,81
576.86,79.596,81.4
576.88,79.596,81.1
576.9,79.056,81.5
576.92,78.84,80.4
576.94,78.84,80.4
576.96,78.588,80.1
576.98,78.588,80.2
577,78.588,80.2
577.02,78.48,79.2
577.04,78.48,79.5
577.06,78.552,79.7
577.08,78.552,79.9
577.1,78.624,79.6
577.12,78.624,80.8
577.14,79.272,81.8
577.16,79.272,82.7
577.18,79.92,83.2
577.2,79.92,83.4
577.22,80.46,83.6
577.24,80.46,82.9
577.26,80.82,83.4
577.28,80.82,83.6
577.3,81.468,83.4
577.32,81.468,84.1
577.34,81.972,85.1
577.36,81.972,84.7
577.38,82.296,84.9
577.4,82.332,84.8
577.42,82.332,84.4
577.44,82.584,84.7
577.46,82.584,84.9
577.48,82.584,85.4
577.5,83.052,85.7
577.52,83.052,85.4
577.54,83.736,85.7
577.56,83.736,86.4
577.58,83.844,86.4
577.6,83.844,86.7
577.62,83.952,87.2
577.64,83.952,87.2
577.66,84.06,87.5
577.68,84.06,88
577.7,84.564,87.7
577.72,84.564,87.8
577.74,85.176,87.8
577.76,85.176,87.8
577.78,85.68,87
577.8,85.68,88.3
577.82,85.968,88.5
577.84,85.968,87
577.86,86.4,87.5
577.88,86.4,87.8
577.9,87.012,86.4
577.92,87.228,87.5
577.94,87.228,87.8
577.96,87.228,86.4
577.98,87.264,86.4
578,87.264,87
578.02,87.12,85.7
578.04,87.12,85.4
578.06,86.616,84.9
578.08,86.616,83.2
578.1,85.608,82.2
578.12,85.608,82
578.14,84.06,80.8
578.16,84.06,80.6
578.18,82.404,79.5
578.2,82.404,79
578.22,80.892,78.4
578.24,80.892,78.4
578.26,79.56,76.7
578.28,79.56,77
578.3,78.3,77.8
578.32,78.3,77.3
578.34,77.472,76.5
578.36,76.284,76.1
578.38,76.284,75.1
578.4,74.808,73.5
578.42,74.808,72.3
578.44,74.808,72.4
578.46,73.008,71.9
578.48,73.008,71.4
578.5,71.82,71.6
578.52,71.82,70.6
578.54,70.668,68.8
578.56,70.668,69.3
578.58,69.804,67.9
578.6,69.804,67.8
578.62,68.94,67
578.64,68.94,67
578.66,67.788,67
578.68,67.788,66.4
578.7,66.708,66.3
578.72,66.708,64.2
578.74,65.52,63.9
578.76,65.52,62.5
578.78,64.116,61.7
578.8,64.116,61.6
578.82,63.144,61.1
578.84,63.144,60.9
578.86,62.46,59.7
578.88,62.46,60.3
578.9,61.488,59.7
578.92,61.488,58.6
578.94,60.048,58
578.96,60.048,57.5
578.98,58.608,56.7
579,58.608,56
579.02,57.456,55.2
579.04,57.456,54.4
579.06,56.304,54.2
579.08,56.304,53.5
579.1,55.26,53
579.12,55.26,52.5
579.14,54.252,51.9
579.16,54.252,51.7
579.18,53.388,51.4
579.2,53.388,51
579.22,52.596,50.6
579.24,51.948,50.1
579.26,51.948,49.5
579.28,51.408,49.8
579.3,51.408,49.7
579.32,50.796,49.2
579.34,50.796,49.2
579.36,50.22,48.7
579.38,50.22,48.6
579.4,49.752,48.3
579.42,49.752,48.1
579.44,49.752,48.7
579.46,49.752,48.6
579.48,49.896,48
579.5,49.896,48.3
579.52,50.796,47.6
579.54,50.796,47.7
579.56,51.948,48.1
579.58,51.948,48.7
579.6,52.452,49.2
579.62,52.452,49.5
579.64,52.128,49.4
579.66,52.128,48.6
579.68,51.228,48.8
579.7,51.228,48.8
579.72,50.796,48.6
579.74,50.796,48.4
579.76,50.796,49.1
579.78,50.868,49.2
579.8,51.444,48.9
579.82,51.444,49.2
579.84,51.588,49.4
579.86,51.588,49.7
579.88,51.588,50.2
579.9,51.48,50.4
579.92,51.372,50.9
579.94,51.372,51.1
579.96,51.372,51.1
579.98,51.588,50.5
580,51.588,50.8
580.02,51.336,50.9
580.04,51.336,49.6
580.06,51.084,47.9
580.08,51.084,47.7
580.1,51.372,48.3
580.12,51.372,49.2
580.14,51.696,48.8
580.16,51.696,47.3
580.18,51.624,47.1
580.2,51.624,46.4
580.22,51.3,45.4
580.24,51.3,45.3
580.26,49.824,43.3
580.28,49.824,41.4
580.3,48.276,41.4
580.32,46.836,39.4
580.34,46.836,36.4
580.36,46.44,32.8
580.38,46.44,33.7
580.4,46.44,35.8
580.42,45.972,38.2
580.44,45.972,40.8
580.46,45.72,40.3
580.48,45.72,39.9
580.5,44.568,40.4
580.52,44.568,40.5
580.54,43.2,39.9
580.56,43.2,40.4
580.58,42.264,40
580.6,42.264,39.7
580.62,41.94,40
580.64,41.94,40.5
580.66,41.904,40.2
580.68,41.904,40.2
580.7,42.3,40.1
580.72,42.3,39.7
580.74,42.264,39.2
580.76,42.264,39.1
580.78,41.724,38.6
580.8,41.724,38
580.82,40.788,37.7
580.84,39.96,36.9
580.86,39.96,36.7
580.88,39.96,36.4
580.9,39.168,36.1
580.92,39.168,35.7
580.94,38.808,35.3
580.96,38.808,35.2
580.98,38.412,34.8
581,38.412,35.4
581.02,38.484,35.3
581.04,38.484,35.4
581.06,38.736,35.2
581.08,38.736,35.2
581.1,38.736,35
581.12,38.736,35
581.14,38.772,35.1
581.16,38.772,34.7
581.18,39.024,35.2
581.2,39.024,36
581.22,39.924,36.4
581.24,39.924,36.4
581.26,40.392,37
581.28,40.392,36.7
581.3,40.86,36.5
581.32,40.752,36.5
581.34,40.752,37
581.36,40.464,36.6
581.38,40.464,36.4
581.4,40.464,36.6
581.42,39.78,36.3
581.44,39.78,36.3
581.46,38.952,36.1
581.48,38.952,36.6
581.5,38.484,36.3
581.52,38.484,35.9
581.54,38.772,36.4
581.56,38.772,36.8
581.58,39.492,37.3
581.6,39.492,37.4
581.62,39.888,38.8
581.64,39.888,38.9
581.66,40.14,38.9
581.68,40.14,40.1
581.7,40.284,40.6
581.72,40.284,41.5
581.74,40.176,42.7
581.76,40.176,43.8
581.78,40.572,43.9
581.8,40.572,44.9
581.82,41.76,44.8
581.84,43.272,44.9
581.86,43.272,45.2
581.88,43.272,45.2
581.9,43.956,45.5
581.92,43.956,45.6
581.94,43.632,45.8
581.96,43.632,45.9
581.98,42.696,46
582,42.696,46
582.02,41.976,46.2
582.04,41.976,45.9
582.06,41.724,46.6
582.08,41.724,47.2
582.1,42.12,47.6
582.12,42.12,47.4
582.14,43.452,47.9
582.16,43.452,48.2
582.18,44.928,48.2
582.2,44.928,48.5
582.22,45.468,49.2
582.24,45.468,49.7
582.26,45.324,49.9
582.28,45.144,49.9
582.3,45.144,50.1
582.32,45.144,49.7
582.34,45.144,49.4
582.36,45.144,49
