:Time,Speed,Speed Input
258.06,3.312,3.3
258.08,3.312,3.3
258.1,3.42,4.4
258.12,3.42,4.4
258.14,3.924,5.4
258.16,3.924,5.4
258.18,4.752,6
258.2,4.752,6.6
258.22,5.688,6.6
258.24,5.688,7.2
258.26,6.552,7.8
258.28,6.552,7.8
258.3,7.092,8.2
258.32,7.092,8.7
258.34,7.668,9.2
258.36,7.668,9.7
258.38,8.532,10.4
258.4,8.532,10.7
258.42,9.252,11.1
258.44,9.252,11.4
258.46,9.9,11.7
258.48,9.9,12.1
258.5,10.44,12.4
258.52,10.44,13.1
258.54,11.376,13.4
258.56,11.376,13.7
258.58,12.564,14
258.6,12.564,14.8
258.62,13.644,15.1
258.64,13.644,15.5
258.66,14.04,15.9
258.68,14.04,16.4
258.7,14.724,16.7
258.72,14.724,17.2
258.74,15.624,21.5
258.76,15.624,17.9
258.78,16.848,18.6
258.8,16.848,18.9
258.82,16.848,19.6
258.84,18,20.1
258.86,19.116,20.7
258.88,19.116,21.2
258.9,19.8,21.7
258.92,19.8,22.5
258.94,20.772,23.3
258.96,20.772,23.7
258.98,21.564,24.4
259,21.564,24.9
259.02,22.716,25.6
259.04,22.716,26
259.06,23.616,26.8
259.08,23.616,27.2
259.1,24.624,27.4
259.12,24.624,28.1
259.14,25.272,28.5
259.16,25.272,28.8
259.18,25.848,29.3
259.2,25.848,29.8
259.22,26.784,30.1
259.24,26.784,30.8
259.26,27.972,31.3
259.28,27.972,31.4
259.3,29.196,32
259.32,29.196,32.2
259.34,29.556,32.8
259.36,29.556,32.8
259.38,30.348,32.6
259.4,30.348,33.1
259.42,30.96,33.1
259.44,30.96,33.5
259.46,31.788,33.4
259.48,31.788,33.1
259.5,32.508,34
259.52,32.508,34.2
259.54,32.94,34
259.56,32.94,34.4
259.58,33.192,34.2
259.6,33.192,35
259.62,33.408,34.9
259.64,33.408,35.1
259.66,33.948,35.4
259.68,33.948,36
259.7,34.884,36.6
259.72,34.884,36.9
259.74,35.604,37.5
259.76,35.604,38.2
259.78,36.432,38.4
259.8,36.432,39.1
259.82,36.432,39.8
259.84,37.476,40.8
259.86,38.808,40.9
259.88,38.808,42.7
259.9,40.32,43.1
259.92,40.32,44.3
259.94,41.688,44.6
259.96,41.688,45.5
259.98,42.66,45.4
260,42.66,45.9
260.02,43.524,47
260.04,43.524,47.4
260.06,44.46,46.8
260.08,44.46,47.4
260.1,45.396,48.6
260.12,45.396,47.8
260.14,46.26,48.6
260.16,46.26,48.8
260.18,47.124,49.6
260.2,47.124,49.5
260.22,48.024,50.1
260.24,48.024,50.4
260.26,48.852,50.1
260.28,48.852,49.9
260.3,49.608,50.4
260.32,49.608,50.8
260.34,50.616,51.1
260.36,50.616,51.8
260.38,50.832,52.3
260.4,50.832,52.5
260.42,50.508,53.3
260.44,50.508,53.4
260.46,50.832,53.6
260.48,50.832,54.3
260.5,51.804,54.2
260.52,51.804,54.2
260.54,52.884,54.5
260.56,52.884,54.4
260.58,53.64,55.3
260.6,53.64,55.9
260.62,54,55.5
260.64,54,56.6
260.66,54.468,57
260.68,54.468,56.4
260.7,55.116,57.5
260.72,55.116,58.2
260.74,55.8,58
260.76,55.8,58.4
260.78,56.412,58.6
260.8,56.412,57.7
260.82,56.628,58.9
260.84,56.628,59
260.86,56.736,58.8
260.88,56.736,59.7
260.9,56.952,59.9
260.92,56.952,59.9
260.94,57.636,60.2
260.96,57.636,60.2
260.98,58.284,60.6
261,58.284,60.9
261.02,58.644,61.8
261.04,58.644,62
261.06,59.04,61.8
261.08,59.04,62.1
261.1,59.292,62.2
261.12,59.292,62.1
261.14,59.436,61.7
261.16,59.436,62.6
261.18,59.94,62.7
261.2,59.94,63.3
261.22,60.408,63.2
261.24,60.408,63.9
261.26,61.056,64.6
261.28,61.056,64.5
261.3,61.884,65.5
261.32,61.884,66.3
261.34,62.784,66.4
261.36,62.784,66.5
261.38,63.684,65.8
261.4,63.684,67
261.42,64.224,67.3
261.44,64.224,67.7
261.46,64.8,67.5
261.48,64.8,68
261.5,65.412,68.3
261.52,65.412,67.6
261.54,65.412,68.3
261.56,65.412,68.5
261.58,66.024,68.6
261.6,66.024,68.6
261.62,66.924,69.5
261.64,66.924,69.9
261.66,67.86,70.1
261.68,67.86,70.8
261.7,68.544,71.6
261.72,68.544,71.9
261.74,68.472,71.4
261.76,68.472,71.4
261.78,68.94,71.4
261.8,68.94,71.2
261.82,69.624,70.8
261.84,69.624,71.7
261.86,69.984,71.7
261.88,69.984,71.4
261.9,69.696,70.8
261.92,69.696,71.7
261.94,69.264,71.9
261.96,69.264,71.2
261.98,69.444,72.3
262,69.444,71.5
262.02,70.236,71
262.04,70.236,71.6
262.06,70.776,71.6
262.08,70.776,71.3
262.1,71.1,69.4
262.12,71.1,69.8
262.14,70.992,71.2
262.16,70.992,70.5
262.18,71.136,69.8
262.2,71.136,70.1
262.22,70.956,69.1
262.24,70.956,67.9
262.26,70.128,68.8
262.28,70.128,67.8
262.3,68.688,66.8
262.32,68.688,65.9
262.34,67.284,65.7
262.36,67.284,65.4
262.38,66.024,64.7
262.4,66.024,63.4
262.42,64.476,62.5
262.44,64.476,61.8
262.46,62.856,60.8
262.48,62.856,59.5
262.5,61.884,59.2
262.52,61.884,58.8
262.54,60.804,56.9
262.56,60.804,56.9
262.58,59.22,56
262.6,59.22,54.6
262.62,57.996,55
262.64,57.996,54.1
262.66,57.024,54.3
262.68,57.024,54
262.7,55.836,53.4
262.72,55.836,53.8
262.74,54.792,54
262.76,54.792,52.9
262.78,54,53
262.8,54,53.5
262.82,53.352,52.5
262.84,53.352,53.2
262.86,53.244,52.7
262.88,53.244,52.4
262.9,53.388,52.7
262.92,53.388,52.3
262.94,52.74,51.6
262.96,52.74,49.7
262.98,51.516,47.7
263,51.516,48.2
263.02,50.148,48
263.04,50.148,47
263.06,49.104,46.3
263.08,49.104,46.4
263.1,47.7,44.9
263.12,47.7,45.3
263.14,46.26,45.5
263.16,46.26,44.7
263.18,45.504,44.3
263.2,45.504,44.9
263.22,45.324,44.4
263.24,45.324,45
263.26,44.892,44.3
263.28,44.892,44.1
263.3,44.208,43.2
263.32,44.208,43.1
263.34,43.74,42.8
263.36,43.74,42.8
263.38,43.236,42.4
263.4,43.236,42.2
263.42,42.624,41.6
263.44,42.624,41.5
263.46,41.94,40.8
263.48,41.94,40.8
263.5,41.436,40.1
263.52,41.436,40
263.54,40.752,39.8
263.56,40.752,39.7
263.58,40.068,39.2
263.6,40.068,38.9
263.62,39.06,39
263.64,39.06,38.4
263.66,38.448,38.6
263.68,38.448,38.1
263.7,38.304,38.3
263.72,38.304,37.7
263.74,38.448,38.1
263.76,38.448,37.7
263.78,38.844,36.8
263.8,38.844,36.7
263.82,39.132,35.8
263.84,39.132,35.5
263.86,38.52,35
263.88,38.52,34.8
263.9,37.188,34.6
263.92,37.188,34
263.94,36.324,34
263.96,36.324,33.9
263.98,35.532,34.2
264,35.532,34.2
264.02,35.388,34.3
264.04,35.388,35.1
264.06,35.748,35.2
264.08,35.748,34.9
264.1,36.612,36.5
264.12,36.612,36.4
264.14,37.548,36.6
264.16,37.548,36.7
264.18,38.232,37.8
264.2,38.232,38
264.22,38.736,38.6
264.24,38.736,39.4
264.26,39.096,40.2
264.28,39.096,40.2
264.3,39.672,40.5
264.32,39.672,41.5
264.34,40.536,41.1
264.36,40.536,42.1
264.38,41.436,41.5
264.4,41.436,41.5
264.42,41.868,41.7
264.44,41.868,41.5
264.46,42.156,42.4
264.48,42.156,42.7
264.5,42.588,43
264.52,42.588,43.7
264.54,43.092,43.9
264.56,43.092,45.5
264.58,43.416,46
264.6,43.416,46.8
264.62,43.812,47.5
264.64,43.812,47.1
264.66,44.496,46.8
264.68,44.496,47.1
264.7,45.252,47.6
264.72,45.252,47.9
264.74,45.972,48
264.76,45.972,47.7
264.78,45.396,48.1
264.8,45.396,47.6
264.82,44.856,46.7
264.84,44.856,45.9
264.86,44.208,45.1
264.88,44.208,45.5
264.9,44.172,45
264.92,44.172,45.1
264.94,44.136,45
264.96,44.136,45.2
264.98,43.884,44.9
265,43.884,45.1
265.02,43.452,44.6
265.04,43.452,44.3
265.06,42.408,43.2
265.08,42.408,43.1
265.1,41.652,42.7
265.12,41.652,42.9
265.14,41.4,42.7
265.16,41.4,42.9
265.18,41.292,42.5
265.2,41.292,43.1
265.22,41.004,43
265.24,41.004,43.7
265.26,41.184,44
265.28,41.184,44
265.3,41.58,44.4
265.32,41.58,44.8
265.34,42.876,45
265.36,42.876,45.9
265.38,43.272,46.4
265.4,43.272,47.1
265.42,43.488,47.2
265.44,43.488,47.2
265.46,44.388,48
265.48,44.388,47.9
265.5,45.432,48.3
265.52,45.432,48.2
265.54,46.476,48.9
265.56,46.476,49.2
265.58,46.98,49.6
265.6,46.98,49.4
265.62,47.304,50
265.64,47.304,50.7
265.66,47.988,50.8
265.68,47.988,51.6
265.7,49.248,51.4
265.72,49.248,52.2
265.74,50.472,52.6
265.76,50.472,52
265.78,50.976,52.7
265.8,50.976,52.1
265.82,51.372,52.3
265.84,51.372,51.7
265.86,52.02,50.3
265.88,52.02,50.2
265.9,51.948,48.6
265.92,51.948,48
265.94,51.084,46.9
265.96,51.084,46.4
265.98,49.608,47.9
266,49.608,46.6
266.02,48.492,46.2
266.04,48.492,44.9
266.06,48.492,44.9
266.08,47.268,43.9
266.1,46.404,43.8
266.12,46.404,43.3
266.14,46.188,43
266.16,46.188,42.2
266.18,46.296,42.5
266.2,46.296,42
266.22,46.368,42.6
266.24,46.368,42.5
266.26,45.504,42.3
266.28,45.504,41.7
266.3,44.784,41.9
266.32,44.784,41.6
266.34,44.1,42.3
266.36,44.1,42.5
266.38,43.704,42.7
266.4,43.704,42.2
266.42,43.668,43
266.44,43.668,42.9
266.46,43.848,43.9
266.48,43.848,44.4
266.5,44.136,45.1
266.52,44.136,45.1
266.54,44.496,45.9
266.56,44.496,45.9
266.58,45.288,46.1
266.6,45.288,45.9
266.62,46.188,46.1
266.64,46.188,46.1
266.66,47.124,46.1
266.68,47.124,46
266.7,47.484,46.1
266.72,47.484,46.3
266.74,47.268,46.2
266.76,47.268,46.8
266.78,47.232,46.1
266.8,47.232,46.9
266.82,47.664,47.7
266.84,47.664,48.6
266.86,48.708,49.3
266.88,48.708,50
266.9,49.86,51.1
266.92,49.86,51.8
266.94,51.084,52.3
266.96,51.084,52.3
266.98,52.02,53
267,52.02,54.8
267.02,52.56,55.1
267.04,52.56,56.1
267.06,53.28,57.2
267.08,53.28,56.4
267.1,54.324,58.6
267.12,54.324,59.2
267.14,55.836,59
267.16,55.836,60.2
267.18,57.6,60.5
267.2,57.6,60.4
267.22,58.356,60.7
267.24,58.356,60.8
267.26,58.464,61
267.28,58.464,60.8
267.3,58.176,60.9
267.32,58.176,60.3
267.34,58.068,59.8
267.36,58.068,60.1
267.38,57.852,59.5
267.4,57.852,59
267.42,57.708,58.9
267.44,57.708,59.6
267.46,57.348,59.6
267.48,57.348,60.3
267.5,57.024,60.3
267.52,57.024,61.4
267.54,58.248,61.2
267.56,58.248,61.8
267.58,59.472,61.4
267.6,59.472,62
267.62,60.228,62.6
267.64,60.228,63.5
267.66,60.696,64
267.68,60.696,63.6
267.7,61.056,63.8
267.72,61.056,64
267.74,61.524,64.5
267.76,61.524,64.3
267.78,61.956,64.9
267.8,61.956,65.5
267.82,62.748,66.3
267.84,62.748,66.2
267.86,63.576,66.9
267.88,63.576,67.3
267.9,64.584,67.3
267.92,64.584,67.9
267.94,65.34,67.6
267.96,65.34,68.2
267.98,65.952,68
268,65.952,69
268.02,66.312,68.5
268.04,66.312,68.5
268.06,66.744,69.7
268.08,66.744,70
268.1,67.356,70.1
268.12,67.356,70.3
268.14,68.004,69.5
268.16,68.004,70.3
268.18,68.904,70.5
268.2,68.904,70.5
268.22,69.516,70.8
268.24,69.516,70.7
268.26,69.696,71.2
268.28,69.696,71.7
268.3,70.128,72.1
268.32,70.128,73
268.34,70.704,73.3
268.36,70.704,73.1
268.38,71.316,73.3
268.4,71.316,73.6
268.42,71.928,73.8
268.44,71.928,73
268.46,72.216,74.1
268.48,72.216,74.3
268.5,72.72,74.1
268.52,72.72,74.5
268.54,73.224,74.7
268.56,73.224,74.5
268.58,73.332,74.7
268.6,73.332,74.8
268.62,73.728,75.1
268.64,73.728,74.7
268.66,74.304,74.5
268.68,74.304,74.5
268.7,74.7,74.4
268.72,74.7,74.2
268.74,74.664,74.1
268.76,74.664,74.7
268.78,74.52,74.3
268.8,74.52,73.9
268.82,74.088,74.7
268.84,74.088,74.7
268.86,74.052,74.9
268.88,74.052,75.7
268.9,74.484,76.3
268.92,74.484,76.1
268.94,74.484,75.9
268.96,75.06,76.4
268.98,75.708,76.1
269,75.708,77.3
269.02,76.5,78.4
269.04,76.5,77.7
269.06,77.076,77.9
269.08,77.076,79
269.1,77.4,79.5
269.12,77.4,79
269.14,77.688,79.2
269.16,77.688,79.8
269.18,78.408,79.9
269.2,78.408,80.8
269.22,79.2,80.5
269.24,79.2,81.3
269.26,79.848,81.8
269.28,79.848,82.7
269.3,80.244,82.3
269.32,80.244,82.5
269.34,80.64,83.1
269.36,80.64,82.7
269.38,81.108,82.7
269.4,81.108,83.6
269.42,81.612,83.7
269.44,81.612,83.6
269.46,82.008,84.3
269.48,82.008,84.6
269.5,82.584,85.1
269.52,82.584,85.3
269.54,83.016,85.9
269.56,83.016,85.9
269.58,83.448,85.9
269.6,83.448,86.7
269.62,83.88,86.4
269.64,83.88,86.6
269.66,84.24,87.2
269.68,84.24,87.2
269.7,84.78,86.9
269.72,84.78,87.5
269.74,85.14,87.5
269.76,85.14,86.9
269.78,85.428,87.7
269.8,85.428,87.2
269.82,85.716,87.4
269.84,85.716,87.2
269.86,85.968,87.2
269.88,85.968,87.4
269.9,86.4,87.5
269.92,86.4,87.4
269.94,86.796,88.2
269.96,86.796,87.7
269.98,87.264,88.3
270,87.264,88.8
270.02,87.516,87.7
270.04,87.516,88
270.06,87.732,88.8
270.08,87.732,88
270.1,87.804,88.8
270.12,87.804,89.4
270.14,87.624,89.1
270.16,87.624,89.4
270.18,87.408,89.4
270.2,87.408,89.1
270.22,87.732,89.7
270.24,87.732,88.8
270.26,88.2,89.1
270.28,88.2,90.2
270.3,88.704,90.1
270.32,88.704,90.2
270.34,89.1,90.5
270.36,89.1,91.3
270.38,89.496,91.6
270.4,89.496,91.9
270.42,89.928,92.2
270.44,89.928,91.9
270.46,90.324,92.5
270.48,90.324,91.7
270.5,90.504,92.6
270.52,90.504,92.9
270.54,90.684,92.3
270.56,90.684,92.9
270.58,91.26,91.6
270.6,91.26,92.5
270.62,91.944,92.5
270.64,91.944,93.4
270.66,92.16,93.4
270.68,92.16,93.7
270.7,92.412,93.8
270.72,92.412,93.8
270.74,92.7,95.3
270.76,92.7,94.8
270.78,93.024,94.7
270.8,93.024,94
270.82,93.384,94.4
270.84,93.384,95
270.86,94.032,96.2
270.88,94.032,96.3
270.9,94.608,95.9
270.92,94.608,95.3
270.94,94.86,96.6
270.96,94.86,96.3
270.98,94.86,95.6
271,94.86,96.3
271.02,95.04,97.5
271.04,95.04,97.9
271.06,95.616,97.5
271.08,95.616,96.9
271.1,96.012,97.9
271.12,96.012,97.9
271.14,96.156,97.2
271.16,96.156,97.9
271.18,96.48,98.5
271.2,96.48,98.9
271.22,96.696,98.2
271.24,96.696,97.3
271.26,96.84,98
271.28,96.84,96.2
271.3,97.164,96.2
271.32,97.164,96.2
271.34,97.308,96.3
271.36,97.308,96.2
271.38,97.02,95.2
271.4,97.02,94.8
271.42,96.408,94.8
271.44,96.408,93.8
271.46,95.724,92.9
271.48,95.724,92.2
271.5,94.284,90.5
271.52,94.284,90.4
271.54,92.376,89.4
271.56,92.376,89.3
271.58,90.396,88.5
271.6,90.396,86.6
271.62,88.956,87.4
271.64,88.956,86.6
271.66,87.696,85.1
271.68,87.696,85.6
271.7,86.436,85.1
271.72,86.436,83.1
271.74,85.068,83.1
271.76,85.068,82.6
271.78,83.772,82.2
271.8,83.772,80.6
271.82,82.404,80.1
271.84,82.404,79.9
271.86,81.072,78.8
271.88,81.072,78.4
271.9,79.668,77.5
271.92,79.668,76.9
271.94,78.336,76.9
271.96,78.336,76.3
271.98,76.968,75.3
272,76.968,74.5
272.02,76.104,75.1
272.04,76.104,75.9
272.06,76.032,75.5
272.08,76.032,74.5
272.1,76.428,75.3
272.12,76.428,73.7
272.14,76.284,73.5
272.16,76.284,72.6
272.18,75.564,72.8
272.2,75.564,72.4
272.22,73.872,71.4
272.24,73.872,71.2
272.26,71.892,69.6
272.28,71.892,68.3
272.3,70.344,69.3
272.32,70.344,67.9
272.34,69.084,67.5
272.36,69.084,66.7
272.38,68.004,66.4
272.4,68.004,66
272.42,66.96,65.2
272.44,66.96,64.3
272.46,65.736,63.8
272.48,65.736,63.6
272.5,64.476,63.2
272.52,64.476,62.6
272.54,63.576,62.6
272.56,63.576,62.9
272.58,62.748,62.1
272.6,62.748,61.3
272.62,62.28,61.9
272.64,62.28,61.1
272.66,62.208,60.2
272.68,62.208,60
272.7,61.596,59.4
272.72,61.596,58.6
272.74,60.372,57.7
272.76,60.372,57.2
272.78,58.932,56.7
272.8,58.932,55.9
272.82,57.528,55.9
272.84,57.528,54.9
272.86,56.52,55
272.88,56.52,54.6
272.9,55.728,53.2
272.92,55.728,53.3
272.94,55.116,52.6
272.96,55.116,52.6
272.98,54.54,52.2
273,54.54,51.5
273.02,53.604,51.4
273.04,53.604,50.5
273.06,52.524,50
273.08,52.524,49.6
273.1,51.372,48.8
273.12,51.372,48.9
273.14,50.472,48.3
273.16,50.472,48.3
273.18,49.716,48
273.2,49.716,47.1
273.22,49.104,47.2
273.24,49.104,46.6
273.26,48.456,46.1
273.28,48.456,44.8
273.3,47.736,45.5
273.32,47.736,45.2
273.34,46.764,45.6
273.36,46.764,45
273.38,45.828,45
273.4,45.828,44.4
273.42,45.216,43.9
273.44,45.216,43.9
273.46,44.856,43.6
273.48,44.856,42.9
273.5,44.568,43.1
273.52,44.568,42.7
273.54,44.244,42.6
273.56,44.244,42.6
273.58,44.208,43.3
273.6,44.208,43.1
273.62,44.784,43.6
273.64,44.784,43.9
273.66,45.468,44.1
273.68,45.468,45.2
273.7,45.756,45.5
273.72,45.756,45.5
273.74,45.9,46.8
273.76,45.9,47.4
273.78,46.008,47.3
273.8,46.008,47.8
273.82,46.476,47.5
273.84,46.476,47.6
273.86,46.836,47.3
273.88,46.836,47.1
273.9,46.764,46.9
273.92,46.764,47.1
273.94,46.116,46.6
273.96,46.116,47.1
273.98,45.54,47.3
274,45.54,47
274.02,45.036,47.1
274.04,45.036,47.2
274.06,44.568,47.8
274.08,44.568,48.1
274.1,44.424,48
274.12,44.424,48.8
274.14,45.108,48.8
274.16,45.108,48.9
274.18,46.152,48.9
274.2,46.152,48.8
274.22,46.548,48.4
274.24,46.548,49
274.26,46.728,48.9
274.28,46.728,49.6
274.3,46.692,49.6
274.32,46.692,49.1
274.34,46.548,49.3
274.36,46.548,49.4
274.38,46.548,49.5
274.4,46.548,49.5
274.42,46.944,49.4
274.44,46.944,49.9
274.46,47.304,49.9
274.48,47.304,50.5
274.5,47.412,50.5
274.52,47.412,50.3
274.54,47.196,49.7
274.56,47.196,49.8
274.58,47.412,49.5
274.6,47.412,48.3
274.62,47.988,48.8
274.64,47.988,48.5
274.66,48.204,48.6
274.68,48.204,47.9
274.7,47.952,48
274.72,47.952,48
274.74,46.8,47.4
274.76,46.8,47.5
274.78,45.72,47.3
274.8,45.72,47.2
274.82,45.396,46.8
274.84,45.396,46.5
274.86,45.684,46
274.88,45.684,45.8
274.9,45.9,44.8
274.92,45.9,44.9
274.94,45.576,44.3
274.96,45.576,43.9
274.98,44.892,43.6
275,44.892,43.3
275.02,44.064,42.3
275.04,44.064,42.4
275.06,43.308,41.8
275.08,43.308,41
275.1,42.768,40.2
275.12,42.768,39.9
275.14,42.768,38.9
275.16,42.768,38.6
275.18,42.48,37.7
275.2,42.48,38.3
275.22,42.156,37.7
275.24,42.156,37.8
275.26,41.616,37.9
275.28,41.616,37.8
275.3,41.148,38.3
275.32,41.148,38.2
275.34,41.508,38.3
275.36,41.508,37.8
275.38,42.588,38.4
275.4,42.588,38.7
275.42,43.272,38.9
275.44,43.272,39.3
275.46,43.524,39.3
275.48,43.524,38.9
275.5,43.812,38.7
275.52,43.812,38.9
275.54,43.704,38.8
275.56,43.704,39.1
275.58,44.172,39.3
275.6,44.172,39.7
275.62,44.388,39.7
275.64,44.388,40.7
275.66,44.028,40.9
275.68,44.028,41
275.7,43.56,42
275.72,43.56,42
275.74,42.948,41.8
275.76,42.948,42
275.78,43.02,42.4
275.8,43.02,42.5
275.82,43.02,43.2
275.84,43.02,43.1
275.86,42.624,43.5
275.88,42.624,43.6
275.9,42.372,43.7
275.92,42.372,43.1
275.94,42.048,43.5
275.96,42.048,43.1
275.98,41.148,42.6
276,41.148,42.2
276.02,40.572,42.1
276.04,40.572,41.7
276.06,40.392,42.1
276.08,40.392,41.9
276.1,40.248,41.9
276.12,40.248,42.4
276.14,40.284,42.7
276.16,40.284,42.6
276.18,40.356,43
276.2,40.356,42.6
276.22,40.536,42.3
276.24,40.536,42.2
276.26,40.212,42.4
276.28,40.212,42.3
276.3,40.212,42.4
276.32,40.212,41.7
276.34,40.428,42.2
276.36,40.428,42
276.38,40.788,42.5
276.4,40.788,42.7
276.42,41.112,43.2
276.44,41.112,42.9
276.46,41.544,43.8
276.48,41.544,43.9
276.5,42.012,44.8
276.52,42.012,45.4
276.54,42.624,46.2
276.56,42.624,46.3
276.58,42.948,47.2
276.6,42.948,47.7
276.62,43.704,48
276.64,43.704,48.5
276.66,44.928,48.8
276.68,44.928,49.1
276.7,45.864,49.5
276.72,45.864,49.7
276.74,46.44,49.2
276.76,46.44,49.6
276.78,46.872,49.4
276.8,46.872,48.7
276.82,46.872,48.4
276.84,47.772,48.3
276.86,48.456,48.3
276.88,48.456,47.6
276.9,48.816,47.6
276.92,48.816,47.4
276.94,48.816,47.4
276.96,49.104,47.3
276.98,49.968,47.2
277,49.968,47.3
277.02,51.012,46.6
277.04,51.012,47
277.06,51.732,46.7
277.08,51.732,47
277.1,51.48,46.2
277.12,51.48,46.1
277.14,50.94,45.4
277.16,50.94,44.9
277.18,50.544,43.9
277.2,50.544,44.1
277.22,49.68,43.7
277.24,49.68,43.4
277.26,48.852,43
277.28,48.852,43
277.3,47.88,42.5
277.32,47.88,43.4
277.34,47.34,44.3
277.36,47.34,45.1
277.38,47.988,46.3
277.4,47.988,47.1
277.42,49.068,47.7
277.44,49.068,47.3
277.46,50.004,48.1
277.48,50.004,48.9
277.5,50.58,49.7
277.52,50.58,49.9
277.54,51.192,51.1
277.56,51.192,51.7
277.58,51.696,51.6
277.6,51.696,52.4
277.62,51.732,52.2
277.64,51.732,53
277.66,52.524,52.8
277.68,52.524,52.4
277.7,53.208,52.4
277.72,53.208,52.1
277.74,53.712,53.1
277.76,53.712,56
277.78,54.936,57.5
277.8,54.936,58
277.82,56.304,58.9
277.84,56.304,58.9
277.86,57.132,58.2
277.88,57.132,59
277.9,57.204,59.1
277.92,57.204,57.6
277.94,57.204,58.3
277.96,57.204,59.4
277.98,56.268,58.9
278,56.268,58.8
278.02,55.656,58.6
278.04,55.656,57.6
278.06,54.972,57.3
278.08,54.972,56.4
278.1,54.972,55
278.12,54.972,54.9
278.14,54.9,54.9
278.16,54.9,54
278.18,54.36,54.2
278.2,54.36,54.4
278.22,53.784,54
278.24,53.784,54.8
278.26,52.992,54.3
278.28,52.992,54.3
278.3,52.524,54.5
278.32,52.524,53.6
278.34,52.812,54.1
278.36,52.812,54.2
278.38,53.28,54.8
278.4,53.28,55.2
278.42,53.676,55.5
278.44,53.676,55.9
278.46,54.036,56.1
278.48,54.036,55.9
278.5,54.756,56.1
278.52,54.756,56.4
278.54,55.764,56.4
278.56,55.764,57.5
278.58,57.384,59.2
278.6,57.384,58.4
278.62,58.392,61.7
278.64,58.392,62.3
278.66,58.824,62.5
278.68,58.824,62.8
278.7,59.22,62.6
278.72,59.22,63.3
278.74,59.868,62.9
278.76,59.868,63
278.78,60.444,63.8
278.8,60.444,64.5
278.82,61.236,64.2
278.84,61.236,64.6
278.86,62.028,64.6
278.88,62.028,64.4
278.9,62.568,63.8
278.92,62.568,63.8
278.94,63.18,64
278.96,63.18,63.7
278.98,63.288,63.7
279,63.288,64.8
279.02,63.684,64.6
279.04,63.684,64.6
279.06,64.62,64.7
279.08,64.62,65.8
279.1,65.592,66.4
279.12,65.592,67
279.14,66.24,67.1
279.16,66.24,67.2
279.18,66.672,67.7
279.2,66.672,67.5
279.22,67.212,67.8
279.24,67.212,67
279.26,67.896,68.2
279.28,67.896,68.8
279.3,68.472,69.2
279.32,68.472,68.9
279.34,69.012,69.3
279.36,69.012,69.6
279.38,69.264,69
279.4,69.264,69.5
279.42,69.588,69.1
279.44,69.588,69.4
279.46,70.272,70
279.48,70.272,70.9
279.5,71.172,71
279.52,71.172,71.7
279.54,71.352,70.8
279.56,71.352,71.9
279.58,71.46,72.1
279.6,71.46,71.7
279.62,71.748,72.4
279.64,71.748,72.9
279.66,72.216,72.4
279.68,72.216,71.7
279.7,72.504,72.6
279.72,72.504,73.6
279.74,72.9,73.2
279.76,72.9,73.6
279.78,73.188,73.2
279.8,73.188,73.3
279.82,73.296,73
279.84,73.296,74.3
279.86,73.404,75.1
279.88,73.404,74.7
279.9,73.368,75.7
279.92,73.368,74.8
279.94,73.368,75.1
279.96,73.368,74.5
279.98,73.908,75.9
280,73.908,76.5
280.02,74.664,76.9
280.04,74.664,77.7
280.06,75.348,78.3
280.08,75.348,79
280.1,75.78,79.7
280.12,75.78,78.8
280.14,76.068,78.9
280.16,76.068,79
280.18,76.86,79.7
280.2,76.86,79.2
280.22,77.256,78.6
280.24,77.256,78.6
280.26,77.328,78.2
280.28,77.328,77.3
280.3,77.04,77.7
280.32,77.04,77.9
280.34,76.284,77.9
280.36,76.284,77.1
280.38,75.528,76.7
280.4,75.528,75.2
280.42,75.06,75.5
280.44,75.06,75.3
280.46,74.556,75.1
280.48,74.556,74.9
280.5,74.016,74.5
280.52,74.016,74.1
280.54,73.332,73.5
280.56,73.332,74.2
280.58,72.684,74.5
280.6,72.684,74.9
280.62,72.36,74.5
280.64,72.36,75.5
280.66,72.432,74.5
280.68,72.432,75.2
280.7,73.116,75.1
280.72,73.116,75.5
280.74,73.764,75.9
280.76,73.764,75.3
280.78,74.232,75.3
280.8,74.232,75.7
280.82,74.196,76.1
280.84,74.196,75.9
280.86,74.196,76.3
280.88,74.088,77.1
280.9,74.34,77.5
280.92,74.34,77.6
280.94,75.024,78.1
280.96,75.024,77.7
280.98,75.996,77.7
281,75.996,76.3
281.02,76.644,76.7
281.04,76.644,76.1
281.06,76.824,76.1
281.08,76.824,75.9
281.1,76.464,75.7
281.12,76.464,74.5
281.14,75.708,74.3
281.16,75.708,73.5
281.18,75.132,72
281.2,75.132,71
281.22,74.052,70.3
281.24,74.052,67.8
281.26,72.432,64.7
281.28,72.432,63.6
281.3,70.74,62.8
281.32,70.74,65.4
281.34,69.12,63.7
281.36,69.12,64.8
281.38,67.248,64.8
281.4,67.248,63.2
281.42,65.736,62.7
281.44,65.736,60.9
281.46,64.476,61.4
281.48,64.476,56.4
281.5,63.216,56.8
281.52,63.216,59.2
281.54,61.92,57.3
281.56,61.92,54
281.58,60.408,55.2
281.6,60.408,55.8
281.62,58.896,53.9
281.64,58.896,53.1
281.66,57.492,54.6
281.68,57.492,54.6
281.7,56.412,54.3
281.72,56.412,53.7
281.74,55.512,53.7
281.76,55.512,52.7
281.78,54.396,52.4
281.8,54.396,52.3
