663.2	108.33
667.01	96.264
701.32	84.77
781.36	70.977
865.21	62.644
990.99	54.598
1132	49.425
1284.5	45.69
1509.4	42.529
1699.9	41.092
1905.8	40.23
2153.5	40.517
2405.1	40.23
2633.7	40.23
2866.3	40.23
3060.6	39.655
3312.2	39.943
3544.7	40.517
3803.9	41.954
4032.6	44.828
4211.7	49.138
4421.3	53.448
4596.7	61.782
4745.3	68.103
4890.2	76.149
5008.3	81.897
5145.5	91.092
5221.8	97.414
5355.2	106.9
5461.9	117.82
5511.4	125.29
5709.6	143.39
5816.4	159.77
5881.2	178.74
5919.3	212.36
5843	225.86
5663.9	231.32
5522.9	232.18
5469.5	232.76
5290.4	232.47
5084.5	232.47
4924.5	231.61
4726.3	232.47
4547.1	232.18
4379.4	232.47
4219.3	232.18
4028.8	232.18
3864.9	232.18
3685.7	232.18
3441.8	232.47
3175	233.05
2995.8	232.76
2835.8	232.76
2652.8	232.47
2458.4	232.76
2237.4	232.47
2050.6	232.76
1921	232.76
1730.4	233.33
1585.6	233.05
1459.8	230.75
1318.8	226.44
1212.1	217.82
1124.4	206.32
1025.3	193.68
952.88	182.18
880.46	169.25
804.23	155.75
750.87	143.39
720.37	133.62
689.88	123.28
670.82	113.79
670.82	102.01
