Time,SpeedMPS,RPM,PowerW,Torque,Efficiency_Percent,PowerLoss_W
241.4,21.05,3437.6755,0.011764706,3.12782e-05,82.0021724229906,0.00211739150082208
241.5,20.14,3289.0634,0.011764706,3.26914e-05,82.637849817117,0.00204260592429465
241.6,19.41,3169.8471,0.011764706,3.3921e-05,83.0907879050792,0.00198931908988388
241.7,19.09,3117.5879,0.011764706,3.44896e-05,83.2732776885878,0.00196784970337405
241.8,19.04,3109.4224,1035.331408,3.04316094,84.0446921861597,165.190313039767
241.9,18.11,2957.5441,0.011764706,3.63559e-05,83.770238201784,0.00190938376006042
242,17.43,2846.4933,0.011764706,3.77743e-05,84.0597339247411,0.00187532543937195
242.1,17.41,2843.2271,2138.018431,6.872664593,85.6562668744495,306.671657917721
242.2,17.95,2931.4145,36199.43532,112.8625397,97.7787881548785,804.066145194946
242.3,17.11,2794.2341,0.011764706,3.84808e-05,84.1803385987606,0.0018611366540513
242.4,16.7,2727.277,0.011764706,3.94255e-05,84.3198823537099,0.00184471974154015
242.5,16.91,2761.5721,15104.83129,49.99018538,93.3233600464611,1008.49520082278
242.6,17.45,2849.7595,34999.91352,112.2493968,97.7588269293137,784.408636573733
242.7,17.01,2777.9031,0.011764706,3.8707e-05,84.2160304048343,0.00185693761800063
242.8,17.42,2844.8602,27412.81849,88.06797607,96.8407314696581,866.044547834312
242.9,17.29,2823.6299,0.011764706,3.80801e-05,84.1137467397206,0.00186897099048729
243,16.08,2626.0248,0.011764706,4.09456e-05,84.4991857844773,0.00182362522006246
243.1,15.78,2577.0318,0.011764706,4.17241e-05,84.5721779247543,0.00181503790935576
243.2,15.75,2572.1325,898.1510294,3.191400361,85.3030316081333,132.000972902144
243.3,15.25,2490.4775,0.011764706,4.31741e-05,84.6787245021919,0.00180250301776716
243.4,14.95,2441.4845,0.011764706,4.40405e-05,84.7266420917334,0.00179686565423532
243.5,14.88,2430.0528,0.011764706,4.42477e-05,84.7363020053576,0.00179572919379758
243.6,14.48,2364.7288,0.011764706,4.547e-05,84.7829421580504,0.00179024211695532
243.7,14.16,2312.4696,0.011764706,4.64976e-05,84.8083113684049,0.00178725750394258
243.8,14.57,2379.4267,22118.38777,84.9584131,96.439886876895,787.439625619027
243.9,14.84,2423.5204,15675.35433,59.11476145,94.4062087113425,876.846604977738
244,14.49,2366.3619,0.011764706,4.54386e-05,84.7819405106293,0.00179035995782957
244.1,14.2,2319.002,0.011764706,4.63666e-05,84.805800004843,0.00178755295848224
244.2,13.55,2212.8505,0.011764706,4.85908e-05,84.8276526462826,0.00178498205946364
244.3,13.24,2162.2244,0.011764706,4.97285e-05,84.8228974374697,0.00178554149580015
244.4,13.23,2160.5913,1103.616953,4.668431546,85.8216748707083,156.474399778322
244.5,14.3,2335.333,52173.12708,204.1847516,92.6333916656231,3843.38992778035
244.6,14.85,2425.1535,29482.97936,111.1110855,97.4197212032855,760.743065065788
244.7,15.36,2508.4416,28625.25622,104.2967181,97.3786349588662,750.372459486063
244.8,15.66,2557.4346,18346.91773,65.56677637,95.1042484235541,898.219513995717
244.9,15.73,2568.8663,6251.205087,22.24065128,89.1607880875968,677.581366458856
245,14.63,2389.2253,0.011764706,4.50038e-05,84.767320477177,0.00179207996178233
245.1,14.25,2327.1675,0.011764706,4.62039e-05,84.8022539884834,0.00178797013688166
245.2,14.05,2294.5055,0.011764706,4.68616e-05,84.8146442168993,0.0017865124629358
245.3,13.55,2212.8505,0.011764706,4.85908e-05,84.8276526462826,0.00178498205946364
245.4,13.39,2186.7209,0.011764706,4.91714e-05,84.8264335172666,0.00178512548640813
245.5,12.44,2031.5764,0.011764706,5.29265e-05,84.7638398266525,0.00179248945008343
245.6,12.15,1984.2165,0.011764706,5.41898e-05,84.7261095659827,0.00179692830432426
245.7,11.55,1886.2305,0.011764706,5.70048e-05,84.6195263791181,0.00180946750290431
245.8,11.39,1860.1009,0.011764706,5.78056e-05,84.5845593145262,0.00181358127525037
245.9,11.87,1938.4897,20208.50441,95.27872358,96.0957651962023,788.987462502211
246,12.29,2007.0799,18585.33531,84.63129646,95.792914682598,781.90091301694
246.1,12.52,2044.6412,11074.56744,49.50338757,92.928574354786,783.129802048682
246.2,12.99,2121.3969,21933.0397,94.49354659,96.4843205195738,771.095376166633
246.3,12.95,2114.8645,0.011764706,5.08421e-05,84.8091038834759,0.00178716426687448
246.4,12.87,2101.7997,0.011764706,5.11582e-05,84.8039267993715,0.00178777333559874
246.5,13.39,2186.7209,24900.87877,104.0750367,96.9048263133599,770.725447431195
246.6,12.84,2096.9004,0.011764706,5.12777e-05,84.8016559428076,0.00178804049519716
246.7,11.77,1922.1587,0.011764706,5.59393e-05,84.662956616788,0.00180435806312735
246.8,11.24,1835.6044,0.011764706,5.8577e-05,84.5493756095249,0.00181772053470369
246.9,10.98,1793.1438,0.011764706,5.99641e-05,84.4828060408806,0.00182555224874016
247,11.31,1847.0361,13571.48797,67.15484283,94.2377126326694,782.0281368541
247.1,10.52,1718.0212,0.011764706,6.25861e-05,84.3473019419552,0.00184149390759669
247.2,9.86,1610.2366,0.011764706,6.67754e-05,84.1133099659207,0.00186902237564072
247.3,9.43,1540.0133,0.011764706,6.98203e-05,83.9353864858422,0.00188995454997694
247.4,8.97,1464.8907,0.011764706,7.34009e-05,83.7229786035267,0.00191494371285218
247.5,8.65,1412.6315,0.011764706,7.61163e-05,83.5615411144091,0.00193393635882065
247.6,8.21,1340.7751,0.011764706,8.01956e-05,83.3211489366043,0.00196221779178638
247.7,7.54,1231.3574,0.011764706,8.73217e-05,82.9143738914134,0.00201007367993445
247.8,7.35,1200.3285,0.011764706,8.9579e-05,82.7897537632255,0.00202473487163259
247.9,7.21,1177.4651,0.011764706,9.13184e-05,82.6955042165833,0.00203582305370137
248,7.4,1208.494,5094.240367,38.5265561,89.0423864744761,558.20717147709
248.1,7.41,1210.1271,612.6377438,4.626984211,83.7298687549789,99.6769649727963
248.2,7.73,1262.3863,8661.702682,62.70992108,91.8015307145569,710.127033980169
248.3,8.29,1353.8399,15772.31732,106.4764226,94.3490746456317,891.2818784073
248.4,8.57,1399.5667,8560.686262,55.90365911,91.7768013484062,703.962237263958
248.5,8.62,1407.7322,1980.977549,12.86129689,85.9829839042834,277.673941895862
248.6,8.74,1427.3294,4086.085036,26.16425926,88.2271051633077,481.050494226102
248.7,9.78,1597.1718,33560.54751,192.0448469,92.0063604286199,2682.70920613117
248.8,9.88,1613.5028,4076.002321,23.08819352,88.3415673119751,475.197986956119
248.9,10.74,1753.9494,31145.20072,162.2928282,94.6538665929793,1665.06398037556
249,11.36,1855.2016,24409.44669,120.2519367,96.2587536051459,913.217544293459
249.1,11.95,1951.5545,24644.4083,115.4151887,96.5234363557171,856.778539306441
249.2,12.11,1977.6841,7793.155273,36.0148543,91.0901979014005,694.354712060873
249.3,12.76,2083.8356,28986.87136,127.1344196,96.8082660552517,925.183812717649
249.4,13.36,2181.8216,28331.54715,118.6796643,97.0694241924935,830.277466670206
249.5,14.13,2307.5703,37969.63785,150.3857787,96.6340841520183,1278.02605781439
249.6,14.56,2377.7936,23065.42222,88.65689352,96.6365522794549,775.793417892703
249.7,15.67,2559.0677,59717.76778,213.278484,91.9592950595539,4801.72950421062
249.8,16.13,2634.1903,27638.17866,95.89313749,97.1922052980954,776.023316118398
249.9,16.45,2686.4495,20621.09839,70.15495784,95.5388805443233,919.931832250531
250,17.3,2825.263,52205.23635,168.8808628,96.3053980713111,1928.77566906372
250.1,17.89,2921.6159,39010.12618,122.0336189,97.8724997369409,829.94053709917
250.2,18.22,2975.5082,24111.14771,74.05970655,95.7572613391422,1022.97298546871
250.3,18.25,2980.4075,5667.440735,17.37947265,87.5924542754478,703.190300607024
250.4,17.9,2923.249,0.011764706,3.67824e-05,83.8644058915481,0.00189830520821268
250.5,17.66,2884.0546,0.011764706,3.72823e-05,83.9668696550278,0.00188625064768277
250.6,17.47,2853.0257,0.011764706,3.76878e-05,84.0440040144235,0.00187717601707488
250.7,17.35,2833.4285,0.011764706,3.79485e-05,84.0908718845539,0.00187166214994557
250.8,17.13,2797.5003,0.011764706,3.84358e-05,84.1731947580263,0.00186197710591079
250.9,16.92,2763.2052,0.011764706,3.89129e-05,84.2470927042311,0.00185328322979976
251,16.8,2743.608,0.011764706,3.91908e-05,84.2874133304758,0.00184853962666471
251.1,16.56,2704.4136,0.011764706,3.97588e-05,84.3637558635746,0.00183955815209269
251.2,16.44,2684.8164,0.011764706,4.0049e-05,84.3997734655808,0.0018353207871084
251.3,16.5,2694.615,6231.984706,21.13756278,88.8341289973189,695.855373178776
251.4,16.93,2764.8383,27596.63419,91.22453003,97.0173822362382,823.102113551308
251.5,17.11,2794.2341,13619.90748,44.54886294,92.5628164040008,1012.93752489283
251.6,17.52,2861.1912,27606.97324,88.1854973,96.8445733667518,871.117786248655
251.7,18.22,2975.5082,46461.10653,142.7097522,97.6207832564972,1105.41042577845
251.8,18.68,3050.6308,33016.54481,98.91615497,97.3234456400345,883.705769622007
251.9,19.09,3117.5879,30736.53297,90.10760068,96.8193615051664,977.617999621034
252,19.52,3187.8112,32924.68134,94.39614159,96.9996426618785,987.858092637798
252.1,20.05,3274.3655,40745.43913,113.7305401,97.6554785926311,955.285542929307
252.2,20.32,3318.4592,23757.5309,65.4319819,94.4136563816774,1327.17731130317
252.3,20.66,3373.9846,29183.64784,79.05361509,95.6615552212558,1266.11644596159
252.4,20.56,3357.6536,0.011764706,3.20236e-05,82.3542302993464,0.00207597292671898
252.5,20.52,3351.1212,2507.526975,6.838813072,84.0834259883933,399.112386836878
252.6,20.71,3382.1501,18816.31848,50.84719878,92.4016552469577,1429.72874794081
252.7,21.38,3491.5678,54081.90157,141.5652722,97.5002545473177,1351.90987522021
252.8,21.62,3530.7622,23775.38727,61.54381104,93.4449159924048,1558.4966086796
252.9,22.2,3625.482,50016.17815,126.0869109,97.4449310297521,1277.94784801456
253,22.34,3648.3454,17419.33208,43.63759483,90.4450261734471,1664.41262100434
253.1,21.5,3511.165,0.011764706,3.06235e-05,81.6590214241835,0.00215776220696779
253.2,20.64,3370.7184,0.011764706,3.18995e-05,82.2983268457764,0.00208254980367534
253.3,19.69,3215.5739,0.011764706,3.34386e-05,82.9232071503417,0.00200903447299132
253.4,19.13,3124.1203,0.011764706,3.44174e-05,83.2509049698195,0.00197048178796134
253.5,18.48,3017.9688,0.011764706,3.5628e-05,83.5935747135099,0.00193016770006522
253.6,18.27,2983.6737,0.011764706,3.60375e-05,83.6953549212354,0.00191819355786012
253.7,17.34,2831.7954,0.011764706,3.79703e-05,84.0946843603892,0.00187121362337223
253.8,17.08,2789.3348,0.011764706,3.85483e-05,84.1910543598443,0.00185987597626413
253.9,16.86,2753.4066,0.011764706,3.90513e-05,84.2674295575825,0.00185089065879332
254,16.33,2666.8523,0.011764706,4.03188e-05,84.4315065838708,0.00183158747903695
254.1,16.22,2648.8882,0.011764706,4.05922e-05,84.4620422192558,0.00182799505130868
254.2,16.93,2764.8383,43225.24596,142.8870898,97.5065707641937,1077.79092001583
254.3,17.73,2895.4863,50802.99028,160.3588806,96.8609858987972,1594.71302872188
254.4,18.32,2991.8392,40125.80348,122.5774968,97.8800589063585,850.643397126359
254.5,19.06,3112.6886,51487.19116,151.178064,97.3609214248633,1358.78743084325
254.6,19.3,3151.883,20161.63508,58.46297571,93.9101129943023,1227.82079487311
254.7,18.8,3070.228,0.011764706,3.50216e-05,83.4299614638679,0.00194941631786264
254.8,18.42,3008.1702,0.011764706,3.57441e-05,83.6230027268442,0.00192670558081479
254.9,18.06,2949.3786,0.011764706,3.64566e-05,83.7929353562297,0.00190671350656952
255,17.76,2900.3856,0.011764706,3.70724e-05,83.9249278313799,0.00189118497992598
255.1,16.88,2756.6728,0.011764706,3.90051e-05,84.2607683000027,0.00185167433616348
255.2,16.28,2658.6868,0.011764706,4.04426e-05,84.4456971417911,0.00182991800161787
255.3,16.23,2650.5213,0.011764706,4.05672e-05,84.4593180396692,0.00182831554302796
255.4,16.62,2714.2122,24774.11714,83.42181668,96.5561330390383,853.187635054406
255.5,15.81,2581.9311,0.011764706,4.16449e-05,84.5653130392539,0.00181584554295211
255.6,15.44,2521.5064,0.011764706,4.26429e-05,84.6439036859393,0.00180659958442608
255.7,16.06,2622.7586,35967.98761,125.3380908,97.7030180065824,826.178198796378
255.8,16.68,2724.0108,37576.24214,126.0752318,97.7816244516544,833.58216762089
255.9,17.15,2800.7665,30312.22356,98.91590912,97.372339192753,796.502418291198
256,17.53,2862.8243,25872.6042,82.59822309,96.4867468376431,908.970085240584
256.1,18.04,2946.1124,34624.26663,107.4129208,97.6556507270081,811.713743019169
256.2,18.62,3040.8322,40295.7651,121.1134026,97.8700178909169,858.292587348163
256.3,19.36,3161.6816,52440.40137,151.5908995,97.3457861432316,1391.88039970749
256.4,19.59,3199.2429,19932.55569,56.94308944,93.6366225815165,1268.38374770412
256.5,19.25,3143.7175,0.011764706,3.42029e-05,83.1831955047838,0.00197844760745697
256.6,18.61,3039.1991,0.011764706,3.53791e-05,83.5283070713133,0.00193784624628278
256.7,17.88,2919.9828,0.011764706,3.68236e-05,83.873227180119,0.00189726740954691
256.8,17.37,2836.6947,0.011764706,3.79048e-05,84.0832469328527,0.00187255920309586
256.9,16.55,2702.7805,0.011764706,3.97828e-05,84.366844464762,0.00183919478724348
257,15.92,2599.8952,0.011764706,4.13571e-05,84.5393571341973,0.00181889917887166
257.1,15.99,2611.3269,6430.379414,22.50611899,89.1743082756596,696.133052065084
257.2,16.31,2663.5861,20401.16662,70.00249474,95.525486520076,912.852950473652
257.3,15.31,2500.2761,0.011764706,4.30049e-05,84.6682587508992,0.00180373428263744
257.4,15.09,2464.3479,0.011764706,4.36319e-05,84.7054058383658,0.00179936403700943
257.5,14.51,2369.6281,0.011764706,4.5376e-05,84.7799372158231,0.00179059563957383
257.6,14.2,2319.002,0.011764706,4.63666e-05,84.805800004843,0.00178755295848224
257.7,14.66,2394.1246,24705.54517,94.3133014,96.9155777968169,762.023320640919
257.8,15.54,2537.8374,47755.16045,171.9815148,95.7844672988972,2013.13440523384
257.9,16.05,2621.1255,30130.79508,105.0625726,97.4961787649577,754.421245500115
258,16.71,2728.9101,39847.69687,133.4563525,97.7017278963542,915.808501108539
258.1,17.5,2857.925,49478.44706,158.2306046,96.9486419487077,1509.76457801971
258.2,17.84,2913.4504,24061.28806,75.48080068,95.922501727382,981.098605016145
258.3,17.66,2884.0546,0.011764706,3.72823e-05,83.9668696550278,0.00188625064768277
258.4,16.88,2756.6728,0.011764706,3.90051e-05,84.2607683000027,0.00185167433616348
258.5,16.05,2621.1255,0.011764706,4.10222e-05,84.5069927976181,0.00182270674791905
258.6,15.5,2531.305,0.011764706,4.24778e-05,84.6319614782853,0.00180800455004648
258.7,14.66,2394.1246,0.011764706,4.49117e-05,84.7639428326208,0.00179247733173409
258.8,13.99,2284.7069,0.011764706,4.70626e-05,84.8176614412381,0.00178615749536298
258.9,13.29,2170.3899,0.011764706,4.95414e-05,84.824218042271,0.00178538613052786
259,12.22,1995.6482,0.011764706,5.38793e-05,84.7358866796413,0.00179577805564704
259.1,11.5,1878.065,0.011764706,5.72527e-05,84.6087830810885,0.00181073142033219
259.2,10.88,1776.8128,0.011764706,6.05152e-05,84.4552615407216,0.00182879277820304
259.3,9.83,1605.3373,0.011764706,6.69792e-05,84.101574749809,0.00187040298931474
259.4,9.61,1569.4091,0.011764706,6.85126e-05,84.0123957755102,0.00188089463345481
259.5,8.95,1461.6245,0.011764706,7.35649e-05,83.7131545183438,0.00191609948759114
259.6,8.68,1417.5308,0.011764706,7.58532e-05,83.5770750899486,0.00193210883226831
259.7,8.6,1404.466,0.011764706,7.65588e-05,83.5352826822981,0.00193702558615872
259.8,8.36,1365.2716,0.011764706,7.87567e-05,83.4055339222119,0.0019522901463215
259.9,8,1306.48,0.011764706,8.23007e-05,83.1990284768366,0.00197658490484389
260,8.2,1339.142,5983.491275,40.8369488,89.8903779708152,604.908352051749
260.1,8.3,1355.473,3284.567125,22.14687861,87.3443929462605,415.681908756307
260.2,8.51,1389.7681,6520.931747,42.88373172,90.3390513420847,629.983868095369
260.3,8.58,1401.1998,2549.740955,16.63111045,86.6111412084254,341.381216015896
260.4,8.83,1442.0273,7970.742481,50.51851204,91.3987519415913,685.583332887767
260.5,9.54,1557.9774,22910.53097,134.399996,95.0855329121424,1125.93050417408
260.6,10,1633.1,16077.85882,89.9789015,94.9757012019601,807.799667443815
260.7,10.34,1688.6254,12608.27949,68.2413743,93.872923255615,772.518960498848
260.8,9.88,1613.5028,0.011764706,6.66402e-05,84.1210211756046,0.00186811517449238
260.9,9.28,1515.5168,0.011764706,7.09489e-05,83.8686369854631,0.001897807432453
261,9.27,1513.8837,299.0350773,1.80532284,84.2298295629295,47.1583413568355
261.1,9.8,1600.438,17949.05494,102.5009728,95.2572652277911,851.276069922254
261.2,10.31,1683.7261,18300.75934,99.33971752,95.4691720239518,829.175924005982
261.3,10.39,1696.7909,3646.12552,19.63941484,87.9947215961032,437.727519631529
261.4,10.73,1752.3163,13141.89235,68.54419168,94.0879325215793,776.957543673407
261.5,10.76,1757.2156,1998.552099,10.39478901,86.485512360551,270.094076387304
261.6,10.9,1780.079,6102.357826,31.33167752,90.0262909138349,608.631416962071
261.7,11.06,1806.2086,6959.182023,35.214015,90.6398212764873,651.39187504737
261.8,11.1,1812.741,2486.628151,12.53719391,86.9914432783524,323.474433479291
261.9,10.61,1732.7191,0.011764706,6.20552e-05,84.3756174391631,0.00183816267259773
262,10.21,1667.3951,0.011764706,6.44864e-05,84.2433708788849,0.00185372109160957
262.1,10.05,1641.2655,0.011764706,6.5513e-05,84.1854422552789,0.00186053622386666
262.2,9.8,1600.438,0.011764706,6.71843e-05,84.0896137027877,0.00187181017133131
262.3,9.54,1557.9774,0.011764706,6.90153e-05,83.9827776982164,0.00188437911317127
262.4,9.3,1518.783,0.011764706,7.07963e-05,83.8776659821565,0.00189674519753727
262.5,9.3,1518.783,620.4426071,3.73362883,84.6276472458126,95.3766262006889
262.6,9.25,1510.6175,0.011764706,7.1179e-05,83.8550934906313,0.00189940078480209
262.7,9.35,1526.9485,3801.725156,22.75524845,88.032364245554,454.976619055224
262.8,9.91,1618.4021,19126.77321,108.0141195,95.4217345609588,875.674447477222
262.9,10.93,1784.9783,37197.70784,190.4620669,92.7141408799846,2710.17258909732
263,11.56,1887.8636,25254.23477,122.2612566,96.3444614357247,923.178291129973
263.1,12.37,2020.1447,34363.34788,155.4670096,95.7702130050171,1453.49641966896
263.2,12.92,2109.9652,25186.56385,109.0985262,96.8439072917962,794.911305116948
263.3,13.63,2225.9153,33842.99283,138.9585847,96.8812751843323,1055.46981575386
263.4,13.89,2268.3759,13981.41237,56.33279182,93.9883502561895,840.513540922188
263.5,14.26,2328.8006,19675.66653,77.21868539,95.8920442610514,808.267672395521
263.6,14.56,2377.7936,16769.52222,64.45725258,94.9022058623953,854.875720635482
263.7,15.14,2472.5134,31636.20912,116.9421404,97.5388074080472,778.628035236139
263.8,15.3,2498.643,10625.57597,38.86632929,91.9039000332945,860.257252569436
263.9,15.72,2567.2332,24723.35789,88.01716783,96.7745498646847,797.439580517494
264,16.46,2688.0826,43463.60313,147.7775192,97.274147101695,1184.75388562687
264.1,17,2776.27,33933.20471,111.7090688,97.7272998167434,771.200005629012
264.2,17.4,2841.594,26794.23025,86.17960768,96.7269700860533,876.983171294268
264.3,17.41,2843.2271,3920.494901,12.60243883,86.8991189307763,513.61937430499
264.4,16.47,2689.7157,0.011764706,3.99761e-05,84.3908715315758,0.00183636807347242
264.5,15.55,2539.4705,0.011764706,4.23412e-05,84.6220096387257,0.00180917535471226
264.6,14.82,2420.2542,0.011764706,4.44268e-05,84.7444831008042,0.0017947667119707
264.7,14.32,2338.5992,0.011764706,4.5978e-05,84.7969855989104,0.00178858994742586
264.8,14.19,2317.3689,0.011764706,4.63993e-05,84.8064278457267,0.00178747909484812
264.9,13.67,2232.4477,0.011764706,4.81643e-05,84.8268823253036,0.00178507268546206
265,13.74,2243.8794,4996.692368,20.3520591,88.8807531756871,555.594557449527
265.1,14.3,2335.333,28709.22708,112.3564319,97.3065372090576,773.272348966954
265.2,14.83,2421.8873,28462.44029,107.4096886,97.3515672001792,753.808604269764
265.3,14.9,2433.319,5703.440132,21.42215191,89.0817854664211,622.713829405997
265.4,14.62,2387.5922,0.011764706,4.50346e-05,84.7684463587125,0.00179194750512977
265.5,13.75,2245.5125,0.011764706,4.7884e-05,84.8256331818473,0.00178521964351722
265.6,13.09,2137.7279,0.011764706,5.02984e-05,84.8168145573187,0.00178625712876625
265.7,12.06,1969.5186,0.011764706,5.45942e-05,84.7124144582418,0.00179853949348636
265.8,11.35,1853.5685,0.011764706,5.80093e-05,84.5753871960286,0.00181466034802559
265.9,11.31,1847.0361,0.011764706,5.82145e-05,84.5662150777865,0.00181573942077074
266,11.11,1814.3741,0.011764706,5.92624e-05,84.5169874395265,0.00182153090768278
266.1,11.07,1807.8417,0.011764706,5.94766e-05,84.5067809648679,0.00182273166941933
266.2,11.65,1902.5615,23585.94654,113.3025959,96.3784457778982,854.177842742032
266.3,12.01,1961.3531,15729.45755,73.29649615,94.9836608576531,789.042935959494
266.4,12.16,1985.8496,7424.401529,34.16963601,90.8409403101361,680.00536765628
266.5,11.97,1954.8207,0.011764706,5.50046e-05,84.6979493879546,0.00180024126647834
266.6,11.99,1958.0869,2011.59129,9.389296189,86.6173322188428,269.204579455395
266.7,12.04,1966.2524,3257.035035,15.13939148,87.7097929884541,400.296348240076
266.8,12.15,1984.2165,5776.192149,26.60589237,89.691452497636,595.441511507487
266.9,11.97,1954.8207,0.011764706,5.50046e-05,84.6979493879546,0.00180024126647834
267,12,1959.72,2423.481176,11.3024054,86.9871104720993,315.364928162349
267.1,11.48,1874.7988,0.011764706,5.73524e-05,84.604455058903,0.00181124059941794
267.2,11.43,1866.6333,0.011764706,5.76033e-05,84.5936350037221,0.00181251354709901
267.3,11.55,1886.2305,5785.770413,28.03442726,89.7522369833978,592.912040608926
267.4,11.11,1814.3741,0.011764706,5.92624e-05,84.5169874395265,0.00182153090768278
267.5,10.86,1773.5466,0.011764706,6.06267e-05,84.4496396530157,0.00182945417676328
267.6,10.43,1703.3233,0.011764706,6.31261e-05,84.3182239874405,0.00184491484345615
267.7,9.61,1569.4091,0.011764706,6.85126e-05,84.0123957755102,0.00188089463345481
267.8,9.57,1562.8767,0.011764706,6.87989e-05,83.9955288652396,0.00188287897585942
267.9,9.41,1536.7471,0.011764706,6.99687e-05,83.9266217824998,0.00189098569155694
268,9.85,1608.6035,15173.02677,86.2081786,94.7232130366673,800.648298542339
268.1,9.94,1623.3014,3771.757175,21.2358582,88.0697947791552,449.978371409438
268.2,9.9,1616.769,0.011764706,6.65056e-05,84.1287323853939,0.00186720797333162
268.3,10.08,1646.1648,6894.99523,38.28123268,90.6386779007943,645.462712205168
268.4,9.99,1631.4669,0.011764706,6.59065e-05,84.1630959858078,0.00186316519677191
268.5,10.52,1718.0212,19391.32973,103.1583358,95.6757038342308,838.538528006058
268.6,11.16,1822.5396,24657.818,123.6525065,96.1436308627857,950.896483262475
268.7,11.51,1879.6981,14607.11156,71.02340647,94.6217376185554,785.608786047124
268.8,11.47,1873.1657,0.011764706,5.74024e-05,84.6022910478363,0.00181149518895774
268.9,11.62,1897.6622,7007.32819,33.74883659,90.6247851962311,656.952069817553
269,11.8,1927.058,8335.905431,39.53513696,91.4802518650592,710.198147488051
269.1,12.13,1980.9503,14702.77418,67.83455213,94.6091409342729,792.605834795909
269.2,12.19,1990.7489,3737.11952,17.15717409,88.1051841632609,444.523484502828
269.3,12.26,2002.1806,4186.726275,19.11157917,88.4647218559234,482.950520952387
269.4,12.17,1987.4827,0.011764706,5.41007e-05,84.7289178588971,0.00179659791691926
269.5,12.27,2003.8137,5439.046626,24.80793955,89.4297594351496,574.920312802579
269.6,12.16,1985.8496,0.011764706,5.41452e-05,84.7275240947848,0.00179676188916941
269.7,11.86,1936.8566,0.011764706,5.55148e-05,84.6791785044599,0.00180244960573509
269.8,11.7,1910.727,0.011764706,5.6274e-05,84.6496109343349,0.00180592814343165
269.9,11.68,1907.4608,316.3833558,1.515944359,84.9659446237338,47.5652489122613
270,11.8,1927.058,5951.081901,28.22450902,89.8546391282963,603.758734627093
270.1,11.97,1954.8207,8082.147433,37.78723322,91.2958706025268,703.480570662877
270.2,12.37,2020.1447,17906.18906,81.0113635,95.6188912136709,784.489622204359
270.3,12.56,2051.1736,9432.059983,42.02709682,92.0204051646092,752.640171274426
270.4,12.2,1992.382,0.011764706,5.39677e-05,84.7330991513198,0.00179610600015873
270.5,12.72,2077.3032,23504.07167,103.4114118,96.6638445287108,784.132372994446
270.6,12.6,2057.706,0.011764706,5.22544e-05,84.7809879705138,0.00179047202137368
270.7,12.18,1989.1158,0.011764706,5.40563e-05,84.7303116230272,0.00179643394466702
270.8,12.34,2015.2454,7981.837037,36.19930003,91.1762900243695,704.294150872341
270.9,12.64,2064.2384,14158.92943,62.68964627,94.3285913571953,803.010747421646
271,13.33,2176.9223,32155.46283,135.0010329,96.8798577092086,1003.29619455853
271.1,13.55,2212.8505,11747.35079,48.51914266,93.0427994618216,817.286752383581
271.2,13.76,2247.1456,11513.8756,46.82907453,92.8704310194051,820.889703241883
271.3,13.66,2230.8146,0.011764706,4.81995e-05,84.8270091813188,0.00178505776122484
271.4,13.89,2268.3759,12584.80648,50.70569877,93.3586916212242,835.795807208959
271.5,13.36,2181.8216,0.011764706,4.92819e-05,84.8259737460892,0.00178517957713542
271.6,12.93,2111.5983,0.011764706,5.09208e-05,84.8078435999076,0.00178731253553106
271.7,12.46,2034.8426,0.011764706,5.28415e-05,84.7661168012657,0.00179222157071449
271.8,12.19,1990.7489,0.011764706,5.40119e-05,84.7317053871539,0.00179626997241518
271.9,12.5,2041.375,14391.21176,64.4317351,94.4430882195624,799.706941639158
272,12.86,2100.1666,17014.42288,74.04380527,95.323142096132,795.740381260798
272.1,13.2,2155.692,16660.42869,70.63577536,95.1623673734877,805.970334024261
272.2,13.8,2253.678,29379.5284,119.1456551,97.2085194337713,820.123825735651
272.3,14.4,2351.664,30823.48258,119.7930685,97.3766600916294,808.604719670791
272.4,14.48,2364.7288,5931.319256,22.92425416,89.3576315479046,631.232849293604
272.5,15.4,2514.974,49253.55863,178.9902478,95.2330154851328,2347.90951291313
272.6,15.79,2578.6649,23280.08452,82.51157908,96.4549454638374,825.291692298749
272.7,16.57,2706.0467,45952.47143,155.202546,96.9739890743808,1390.52680606386
272.8,17.07,2787.7017,31839.76216,104.3875656,97.5579971121543,777.527911430419
272.9,17.91,2924.8821,53728.08689,167.8874632,96.437852762209,1913.87356307007
273,18.18,2968.9758,20382.46839,62.74445834,94.6558849388445,1089.26256306525
273.1,18.54,3027.7674,26525.39827,80.069047,96.2068379236692,1006.15134777335
273.2,18.95,3094.7245,30451.07798,89.93027739,96.8279930380558,965.910313512659
273.3,19.37,3163.3147,31958.01907,92.33422467,96.9083527473716,988.029218572102
273.4,19.26,3145.3506,0.011764706,3.41851e-05,83.1774850836543,0.00197911942171422
273.5,19.77,3228.6387,38729.65291,109.6350481,97.5892478139049,933.675954194878
273.6,19.96,3259.6676,17783.12684,49.86089447,92.5604515464388,1322.98433782004
273.7,20.34,3321.7254,31302.04465,86.12599135,96.3110003664447,1154.73231243383
273.8,20.96,3422.9776,49324.95553,131.7006444,97.6805663033093,1144.05963944054
273.9,21.25,3470.3375,26753.09779,70.45756316,94.6324158072407,1435.99504804948
274,21.58,3524.2298,30248.62637,78.44525754,95.3000525796895,1421.66953475616
274.1,22.21,3627.1151,53730.18806,135.3886563,97.4437849584771,1373.45914902825
