Time,SpeedMPS,RPM,PowerW,Torque,RpmFiltered,Efficiency_Percent,PowerLoss_W
194.8,20.64,3370.7184,7511.247076,20.36642634,3370.7184,87.0577078927232,972.127537475206
194.9,20.73,3385.4163,11819.58959,31.90917463,3385.4163,89.2854041802758,1266.42125211869
196.3,8.64,1410.9984,12316.75483,79.78018333,1410.9984,93.6362011348208,783.813504098446
196.6,8.82,1440.3942,34717.29522,220.2874589,1440.3942,88.7493389925604,3905.92519615424
196.8,8.83,1442.0273,2646.342481,16.77250078,1442.0273,86.7755483008715,349.964283193364
196.9,9.51,1553.0781,21930.41959,129.0562079,1553.0781,95.1662468838962,1060.06234030627
197,9.6,1567.776,3605.654315,21.01964274,1567.776,87.8774172713041,437.098427246669
197.1,10.29,1680.4599,24212.76368,131.6865635,1680.4599,95.5789456661982,1070.45943800784
197.2,10.69,1745.7839,15199.47225,79.57255071,1745.7839,94.8206095259153,787.240017827651
197.4,10.89,1778.4459,16588.07808,85.24730676,1778.4459,95.2274319960463,791.677306916936
197.5,11.05,1804.5755,6951.447672,35.20671104,1804.5755,90.6350504627772,650.999566589249
197.6,11.65,1902.5615,24340.62889,116.9279527,1902.5615,96.395399269668,877.38248673633
197.7,12.31,2010.3461,28257.09974,128.4641677,2010.3461,96.6123094717717,957.263091444017
197.8,12.63,2062.6053,14986.43276,66.40601126,2062.6053,94.6538887873504,801.191362158561
197.9,13,2123.03,17660.15412,76.02625761,2123.03,95.5043770604488,793.933939778821
198,13.68,2234.0808,32651.96791,133.5782469,2234.0808,97.0273662247209,970.623426385956
198.1,14.59,2382.6929,45916.96923,176.1288091,2382.6929,95.2455752366302,2183.08775566002
198.2,15.08,2462.7148,27026.69152,100.3007127,2462.7148,97.2143151220109,752.878458693403
198.3,15.55,2539.4705,26982.01658,97.10833041,2539.4705,97.1753572623182,762.145571807061
199.1,11.91,1945.0221,37112.62059,174.3903046,1945.0221,94.4289009166903,2067.5808654817
199.2,12.38,2021.7778,20775.39138,93.91631534,2021.7778,96.2482039399431,779.450315256241
199.3,12.49,2039.7419,5998.481564,26.87765444,2039.7419,89.8109593332579,611.187725942986
199.4,12.91,2108.3321,19653.90278,85.19910588,2108.3321,96.0359665172482,779.087286866688
199.5,13.58,2217.7498,31945.97631,131.6524275,2217.7498,97.0313981449622,948.348845348607
199.6,14.22,2322.2682,32244.45516,126.901841,2322.2682,97.2925633550556,872.998194964518
199.7,15.27,2493.7437,55126.45705,202.0382138,2493.7437,93.1016768840771,3802.80112966945
199.8,15.99,2611.3269,41014.5853,143.5497158,2611.3269,97.3427454633786,1089.86192856069
199.9,16.63,2715.8453,38537.50109,129.6891897,2715.8453,97.7448633628685,869.073306115543
200,17.14,2799.1334,32563.1901,106.323338,2799.1334,97.6158897432054,776.342355113639
200.1,17.94,2929.7814,51494.80071,160.6398977,2929.7814,96.8653512181549,1614.18114316959
200.2,18.28,2985.3068,24826.38446,76.00632967,2985.3068,95.9152912179635,1014.08550629977
200.4,19.06,3112.6886,67622.79116,198.5558431,3112.6886,94.0065608977257,4052.93080743272
200.6,19.37,3163.3147,31958.01907,92.33422467,3163.3147,96.9083527473716,988.029218572102
200.8,19.47,3179.6457,22380.47541,64.33033783,3179.6457,94.5456603675421,1220.70714022012
200.9,19.78,3230.2718,25536.7823,72.25241418,3230.2718,95.2839524810219,1204.326788086
201,20.06,3275.9986,24006.0606,66.97341516,3275.9986,94.6657655505044,1280.53955449198
201.1,20.49,3346.2219,35033.01358,95.68591516,3346.2219,96.8842345608251,1091.54652942709
201.2,20.85,3405.0135,30947.08176,83.06653959,3405.0135,95.9397317693889,1256.53452900252
201.3,21.38,3491.5678,44156.39568,115.5841787,3491.5678,97.4649388416743,1119.39163580028
201.4,21.65,3535.6615,26014.49054,67.24653329,3535.6615,94.1173200944745,1530.34920752142
201.5,22.28,3638.5468,53941.50129,135.4940795,3638.5468,97.4287557975214,1386.96772464904
201.6,22.5,3674.475,23729.05294,59.02151637,3674.475,92.6854312349237,1735.67789459767
201.7,22.83,3728.3673,32739.11671,80.25526305,3728.3673,94.9573020116081,1650.93477975243
201.8,23.11,3774.0941,29423.32852,71.25319308,3774.0941,93.88981032729,1797.82118059659
201.9,23.35,3813.2885,26728.65452,64.06232386,3813.2885,92.8879408692231,1900.95771432348
202,23.6,3854.116,27971.73168,66.33150124,3854.116,93.0351963996956,1948.17617511613
202.1,23.54,3844.3174,3065.585691,7.288186505,3844.3174,81.8191528906271,557.349447487522
202.2,23.6,3854.116,12773.85521,30.29161735,3854.116,87.0968783439668,1648.22607791183
202.3,23.83,3891.6773,26784.95312,62.90415375,3891.6773,92.4535285680973,2021.31883524933
202.4,24.15,3943.9365,34689.75154,80.3889822,3943.9365,94.31708617034,1971.38868774136
202.5,24.62,4020.6922,48089.76854,109.3143342,4020.6922,96.1963355049559,1829.17345170488
202.6,24.93,4071.3183,35523.92844,79.74641784,4071.3183,93.807403166291,2199.85366778448
202.7,25.21,4117.0451,33577.82774,74.54048721,4117.0451,93.0540557001835,2332.29721190874
202.8,25.43,4152.9733,28880.17781,63.55737889,4152.9733,91.4805120007625,2460.44328268139
202.9,25.69,4195.4339,32845.50656,71.55242148,4195.4339,92.369089036498,2506.41136110481
203,26.04,4252.5924,41467.40058,89.12064236,4252.5924,94.0569150153359,2464.44285740048
203.1,26.36,4304.8516,39569.57989,84.00952117,4304.8516,93.3487545187815,2631.86989437078
203.2,26.56,4337.5136,29264.99107,61.66415735,4337.5136,90.3360459436902,2828.15529158798
204.6,18.07,2951.0117,46015.25154,142.5135386,2951.0117,97.6187947009333,1095.71760804937
204.7,18.13,2960.8103,7435.777766,22.95308544,2960.8103,88.7362008024095,837.551076341322
204.8,18.46,3014.7026,24524.49311,74.34997367,3014.7026,95.7485321822466,1042.6509320388
204.9,18.66,3047.3646,16713.01999,50.12515967,3047.3646,93.0097979415402,1168.27386737177
205,18.96,3096.3576,23489.07802,69.33301932,3096.3576,95.1915516932845,1129.46017431576
205.2,19.1,3119.221,23722.08359,69.50754355,3119.221,95.1786775949929,1143.71813105918
205.3,19.63,3205.7753,39694.06084,113.1664539,3205.7753,97.6940102297539,915.34098236568
205.4,19.86,3243.3366,20329.96888,57.28882905,3243.3366,93.5936160968198,1302.41585384986
205.5,19.95,3258.0345,11010.90958,30.88821219,3258.0345,89.4845891616895,1157.84237937188
205.6,20.18,3295.5958,20807.44061,57.70453925,3295.5958,93.5370714775304,1344.77001397962
205.7,20.67,3375.6177,39568.56772,107.1327689,3375.6177,97.3639237219936,1043.0576272138
205.8,20.86,3406.6466,19027.72575,51.04874327,3406.6466,92.3654480480527,1452.68160765781
205.9,21.4,3494.834,44920.52691,117.4744835,3494.834,97.5014241698364,1122.37342815539
206,21.68,3540.5608,26797.17857,69.17390107,3540.5608,94.3219143996778,1521.56673767581
207.6,11.26,1838.8706,2545.638409,12.65233844,1838.8706,87.0593959462099,329.420987149892
207.8,11.75,1918.8925,28734.50632,136.8605716,1918.8925,96.2022683016059,1091.25945489169
207.9,11.87,1938.4897,5997.822055,28.27843259,1938.4897,89.8822950825684,606.841936997533
208,12.32,2011.9792,19853.12362,90.18423275,2011.9792,96.0729731662824,779.637491888521
208.1,12.74,2080.5694,19359.24215,85.04159559,2080.5694,95.9722477912634,779.742303291299
208.3,13.37,2183.4547,33558.88838,140.4716343,2183.4547,96.7497560149973,1090.74575100473
208.4,13.37,2183.4547,1600.206023,6.698182394,2183.4547,86.2488356618669,220.046959971434
208.5,14.49,2366.3619,55222.82125,213.2861627,2366.3619,91.6882166363293,4590.0012696071
208.6,14.61,2385.9591,7996.576669,30.63136607,2385.9591,90.6479086449307,747.847155363034
208.7,15.17,2477.4127,30711.7177,113.300285,2477.4127,97.5134530125583,763.661291260941
208.8,15.74,2570.4994,32562.73417,115.7786848,2570.4994,97.6391822696995,768.746801755984
208.9,16.27,2657.0537,31691.00811,109.0086541,2657.0537,97.6131445206288,756.418563541495
209,16.68,2724.0108,25994.49508,87.21633157,2724.0108,96.7909777614717,834.169127910334
209.1,17.05,2784.4355,24426.03657,80.17539265,2784.4355,96.3338788172665,895.488100795003
209.2,17.54,2864.4574,32310.4412,103.0921923,2864.4574,97.5286150126752,798.515393155221
209.3,18.05,2947.7455,34647.44558,107.4252792,2947.7455,97.6558103329394,812.201839186806
209.4,18.6,3037.566,38397.98203,115.5335007,3037.566,97.8118066206392,840.222100588607
209.5,19.08,3115.9548,35166.57717,103.148806,3115.9548,97.4566114179236,894.422708448862
209.6,19.53,3189.4443,34248.70034,98.14186988,3189.4443,97.1883705392242,962.946548692277
209.7,19.86,3243.3366,27010.20418,76.11339588,3243.3366,95.622142610411,1182.46821963721
209.8,20.42,3334.7902,43716.0037,119.8111377,3334.7902,97.7105761976192,1000.84459415747
211.2,13.28,2168.7568,18541.94741,78.13934131,2168.7568,95.7262287121051,792.440424625161
211.3,14.47,2363.0957,58318.76931,225.5549151,2363.0957,90.2183866444341,5704.51652762863
211.4,14.78,2413.7218,17573.85255,66.54340505,2413.7218,95.1215076707123,857.339048612088
211.5,15.3,2498.643,28999.97597,106.0763782,2498.643,97.4124988579811,750.374709408966
211.6,15.71,2565.6001,24182.77494,86.14744965,2565.6001,96.6688141397082,805.573179427468
211.7,16.53,2699.5143,47973.15409,162.4193976,2699.5143,96.58801827116,1636.83525229908
211.8,16.95,2768.1045,27072.40748,89.38603055,2768.1045,96.9192862024545,834.023392564087
211.9,17.43,2846.4933,31488.62455,101.1041028,2846.4933,97.4589412652894,800.144444567998
212.5,14.83,2421.8873,2125.493231,8.021046815,2421.8873,86.4859943256793,287.239275844642
212.6,14.95,2441.4845,8269.505693,30.95642738,2441.4845,90.7011969487086,768.965047707402
212.7,15.01,2451.2831,5264.071996,19.62698561,2451.2831,88.7492560258349,592.247262885681
212.8,15.1,2465.981,6857.017751,25.4138699,2465.981,89.7751270613573,701.121352419923
212.9,15.68,2560.7008,32934.87029,117.54993,2560.7008,97.6424327421213,776.461718381845
213,15.99,2611.3269,19367.79118,67.78663976,2611.3269,95.3217341235703,906.07676579211
213.1,16.68,2724.0108,41403.3892,138.916017,2724.0108,97.5839938292937,1000.30843795353
213.7,15.27,2493.7437,19311.11587,70.77515164,2493.7437,95.5418229564164,860.923734576165
213.9,15.54,2537.8374,22320.45456,80.38305289,2537.8374,96.2929430074731,827.43197153026
214,15.6,2547.636,5632.977656,20.20811972,2547.636,88.8030777063777,630.720130959427
214.1,15.98,2609.6938,23086.64904,80.85308622,2609.6938,96.3594053418245,840.491311701973
214.2,15.97,2608.0607,2065.782998,7.23922806,2608.0607,86.1450374915429,286.213459878982
214.4,16.04,2619.4924,16755.99632,58.46263264,2619.4924,94.3866729490232,940.568874091241
214.5,16.01,2614.5931,988.9037446,3.45680726,2614.5931,85.3049179210831,145.320216950453
214.6,16.64,2717.4784,38018.22018,127.8647799,2717.4784,97.7641298831894,850.038023947882
215.5,14.76,2410.4556,47455.10253,179.9322598,2410.4556,94.9988465118298,2373.30251549386
216.2,12.28,2005.4468,6690.347675,30.49037714,2005.4468,90.326663254152,647.179860070762
216.3,12.44,2031.5764,8064.5715,36.28051074,2031.5764,91.2123862060505,708.683397556918
216.4,12.98,2119.7638,24893.25328,107.3295828,2119.7638,96.8361945889722,787.574094253489
216.6,12.68,2070.7708,2683.071489,11.84201118,2070.7708,87.2054303239933,343.287451117174
216.7,13.81,2255.3111,52811.05788,214.0147294,2255.3111,91.4219848940976,4530.14052253325
217.3,12.33,2013.6123,33060.97526,150.0600407,2013.6123,96.0029829333903,1321.4528235298
217.4,12.85,2098.5335,23773.52373,103.5387473,2098.5335,96.7132082326024,781.386220777963
217.5,13.02,2126.2962,8991.572867,38.64890196,2126.2962,91.6694374370549,749.048603078234
217.6,13.38,2185.0878,17816.16362,74.51960686,2185.0878,95.5028292750219,801.223294632843
217.9,13.05,2131.1955,22476.82287,96.39108912,2131.1955,96.5731395001711,770.249364548533
218,13.76,2247.1456,34202.1109,139.1063492,2247.1456,96.9192611879761,1053.67770502777
218.1,13.89,2268.3759,7907.277073,31.85937025,2268.3759,90.8015227209181,727.349084953959
218.2,14.13,2307.5703,13332.43197,52.80556459,2307.5703,93.6359229313072,848.486245701843
218.3,14.72,2403.9232,31118.93406,118.3121586,2403.9232,97.453036864317,792.587778725701
218.4,14.72,2403.9232,2082.25759,7.916607614,2403.9232,86.4741122622074,281.643824035066
218.5,15.38,2511.7078,36240.09388,131.8698325,2511.7078,97.5081823886491,903.037041671943
218.6,15.7,2563.967,19455.62092,69.35182903,2563.967,95.4510736908579,885.021858636828
218.7,16.54,2701.1474,49077.98664,166.0594934,2701.1474,96.372280944304,1780.4114734912
218.8,16.93,2764.8383,25342.14008,83.77198473,2764.8383,96.5816758827967,866.276486170092
218.9,17.57,2869.3567,41079.58848,130.8479126,2869.3567,97.8196290365546,895.687419120777
219,17.9,2923.249,23565.6358,73.67813201,2923.249,95.762756671364,998.533330786164
219.1,18.54,3027.7674,43758.90415,132.0897699,3027.7674,97.8398884793559,945.241129851761
219.2,18.8,3070.228,20696.91757,61.61128924,3070.228,94.406637167115,1157.65369491324
219.3,19.45,3176.3795,46968.64236,135.1452784,3176.3795,97.784449313718,1040.61407814433
219.4,19.69,3215.5739,20742.92738,58.95719414,3215.5739,93.8556576400717,1274.51647369852
219.5,20.18,3295.5958,38388.94649,106.4627078,3295.5958,97.4292592676213,986.880284149496
219.6,20.31,3316.8261,14135.55805,38.95072189,3316.8261,90.7293069087245,1310.46420355459
219.7,20.66,3373.9846,29876.74784,80.93110692,3373.9846,95.8211198335042,1248.51348987974
221.4,9.3,1518.783,9063.02496,54.538439,1518.783,92.09413872016,716.510181094874
221.5,10.24,1672.2944,32124.10119,175.5672492,1672.2944,93.5465914287231,2073.09949964113
221.7,9.57,1562.8767,3267.577808,19.10849469,1562.8767,87.5477573218353,406.886718350013
221.8,9.66,1577.5746,3634.684945,21.05727271,1577.5746,87.9119828053594,439.361341122612
221.9,9.83,1605.3373,6365.120822,36.23811592,1605.3373,90.2467690984018,620.804930935367
222,10.86,1773.5466,37274.14958,192.0836476,1773.5466,92.5392883201564,2780.91683127742
222.1,11.16,1822.5396,12257.418,61.46774458,1822.5396,93.6862361179954,773.904430550332
222.2,11.66,1904.1946,20573.13911,98.74485766,1904.1946,96.1174302424508,798.766477263385
222.3,12.68,2070.7708,43738.37149,193.0437882,2070.7708,93.2111317516004,2969.34041445165
222.4,12.75,2082.2025,4444.098676,19.5067979,2082.2025,88.6227680852116,505.615412890559
222.5,13.21,2157.3251,21919.76728,92.86361745,2157.3251,96.4901653584247,769.347585346124
222.6,14.07,2297.7717,41860.51021,166.5033193,2297.7717,95.7580873437119,1775.68628058478
222.7,14.77,2412.0887,36540.18676,138.4531189,2412.0887,97.2269135458648,1013.29096935728
222.8,14.98,2446.3838,12842.94798,47.98056811,2446.3838,93.1349493708606,881.674881101036
222.9,16.11,2630.9241,62605.78626,217.486052,2630.9241,91.5500254796071,5290.17298726161
223,16.37,2673.3847,17203.61711,58.81438562,2673.3847,94.417125889243,960.456285747945
223.1,17,2776.27,38973.57529,128.3021112,2776.27,97.7992224948132,857.721677949362
223.2,17.28,2821.9968,19630.8386,63.57810661,2821.9968,94.8649852463242,1008.04645838028
223.3,17.25,2817.0975,1474.060147,4.782319432,2817.0975,85.2419339133269,217.54277065157
224.8,8.07,1317.9117,5340.055619,37.03264412,1317.9117,89.325745794808,570.011111470697
224.9,8.39,1370.1709,9467.415039,63.15124712,1370.1709,92.3071533970791,728.313716212137
225.1,9.16,1495.9196,32910.33499,201.0709386,1495.9196,90.8635609970664,3006.83268202247
225.2,9.74,1590.6394,19396.52598,111.4493325,1590.6394,95.3613957713844,899.728074312798
225.4,9.58,1564.5098,7456.756872,43.56091063,1564.5098,91.0472557930813,667.584368881992
225.5,10.35,1690.2585,26991.7345,145.9496035,1690.2585,95.2141860012786,1291.77420819871
225.6,10.7,1747.417,13453.93645,70.36846382,1747.417,94.2124547608351,778.652658492244
225.7,11.09,1811.1079,15469.00207,78.06263869,1811.1079,94.9200480230541,785.817876468766
225.8,11.36,1855.2016,11375.65257,56.04159203,1855.2016,93.2485094487289,768.026108408982
225.9,11.73,1915.6263,15700.57033,74.90829161,1915.6263,94.9885062390203,786.833102526177
226,12.52,2044.6412,34020.73215,152.0728912,2044.6412,95.9924167709279,1363.40915605092
226.1,13.35,2180.1885,38222.59287,160.2327753,2180.1885,95.8936147051602,1569.56693292016
226.2,13.37,2183.4547,2511.829552,10.51407896,2183.4547,87.0159864264877,326.136289975173
226.3,14.76,2410.4556,68799.10253,260.8608418,2410.4556,87.5141860706096,8590.12792698635
226.4,15.24,2488.8444,26856.83252,98.62392895,2488.8444,97.1847760100693,756.079992038542
226.5,16.01,2614.5931,43676.90374,152.6767785,2614.5931,96.9937565774545,1313.03404585526
226.6,16.31,2663.5861,19309.40191,66.25632402,2663.5861,95.1814100834442,930.440893382492
226.7,17.1,2792.601,48187.30349,157.7062808,2792.601,96.9272843023461,1480.65883861338
226.8,17.5,2857.925,26984.85294,86.29675849,2857.925,96.7309210121108,882.156157374334
226.9,18.07,2951.0117,38282.31625,118.5639146,2951.0117,97.8553186484438,821.033697557519
227,18.5,3021.235,30775.85647,93.10026034,3021.235,97.058365526336,905.31320348688
227.1,19.09,3117.5879,42152.98003,123.5761983,3117.5879,97.8650202862845,899.957572367042
227.2,19.35,3160.0485,21538.88445,62.29521843,3160.0485,94.3485444008003,1217.26049125468
227.3,19.91,3251.5021,42375.70331,119.1127181,3251.5021,97.7655592222696,946.859994608679
227.4,20.23,3303.7613,27010.04453,74.72086543,3303.7613,95.3958086984606,1243.59412079218
229.3,11.34,1851.9354,4114.90325,20.30762101,1851.9354,88.4378175254479,475.772622416274
229.4,11.66,1904.1946,13664.31558,65.58459016,1904.1946,94.2495709423773,785.756773637587
229.5,12.56,2051.1736,38536.63057,171.7103906,2051.1736,94.8840845340449,1971.50144338859
229.6,12.99,2121.3969,20221.69852,87.12061975,2121.3969,96.1603100495526,776.450525882215
229.8,12.89,2105.0659,6266.376327,27.20671025,2105.0659,89.939607198898,630.422072891468
229.9,13.9,2270.009,47936.57303,193.0032663,2270.009,93.6245817943187,3056.15700413432
230,14.4,2351.664,26098.18846,101.4285803,2351.664,97.109682161199,754.320596663279
230.1,15.32,2501.9092,48968.57964,178.8838848,2501.9092,95.2225514385622,2339.44870356769
230.2,15.76,2573.7656,25844.47331,91.7749061,2573.7656,96.9708562246097,782.866254552272
230.3,16.07,2624.3917,19489.17391,67.87190363,2624.3917,95.331298622176,909.891330862684
231.4,9.35,1526.9485,3801.725156,22.75524845,1526.9485,88.032364245554,454.976619055224
231.5,9.84,1606.9704,16755.43975,95.29567879,1606.9704,95.0821737535011,824.003413741814
231.6,10.14,1655.9634,10996.60504,60.69223739,1655.9634,93.1381206926592,754.573765749754
231.7,10.74,1753.9494,22265.7419,116.0233404,1753.9494,95.9486318359641,902.067178823001
231.8,11.4,1861.734,25972.08644,127.5012563,1861.734,96.220317666942,981.662362699226
231.9,11.81,1928.6911,17380.50567,82.36164003,1928.6911,95.4838975858194,784.92143615967
232,12.35,2016.8785,23547.73836,106.7074447,2016.8785,96.5920737227077,802.489563278483
232.2,12.25,2000.5475,19323.50426,88.27998985,2000.5475,95.960143548437,780.641833515667
232.3,12.9,2106.699,29339.42263,127.2841506,2106.699,96.8591286347204,921.513524124032
232.7,11.58,1891.1298,9698.298965,46.87048898,1891.1298,92.3269444965814,744.155862471918
232.8,12,1959.72,18091.15765,84.37185313,1959.72,95.6690691246498,783.515532372136
233.7,9.64,1574.3084,5897.400677,34.23702953,1574.3084,89.8797730689182,596.830331547557
233.8,9.74,1590.6394,4002.643632,22.99854939,1590.6394,88.2623499766945,469.816301204284
234.1,10.33,1686.9923,34028.22804,184.3535432,1686.9923,92.931399233574,2405.31958803662
234.5,9.93,1621.6683,25806.81596,145.4446169,1621.6683,94.9960367043431,1291.36359841612
234.6,10.25,1673.9275,11809.02074,64.47665458,1673.9275,93.5235504266924,764.805273327534
234.7,10.7,1747.417,16968.0541,88.74844215,1747.417,95.2978003304381,797.871783821281
234.8,11.03,1801.3093,13191.29038,66.93052694,1801.3093,94.0983655942251,778.501731631755
234.9,11.36,1855.2016,13639.69963,67.19530833,1855.2016,94.2617942574913,782.674027429603
235,12.29,2007.0799,38795.43531,176.6612188,2007.0799,94.4221640444092,2163.94573984913
235.1,12.93,2111.5983,28995.94702,125.5021739,2111.5983,96.889152104007,902.019807794924
235.2,13.14,2145.8934,10865.87483,46.27877009,2145.8934,92.6910307642915,794.183448515289
235.3,14.1,2302.671,46459.41394,184.4026213,2302.671,94.4469918293321,2579.8950521326
235.4,14.54,2374.5274,23509.67675,90.48877879,2374.5274,96.7224209308937,770.548244372547
235.5,14.73,2405.5563,11573.08621,43.97024823,2405.5563,92.6026565345499,856.100936506338
235.8,14.07,2297.7717,1358.939621,5.405284277,2297.7717,85.9853636963509,190.450445469338
236.2,13.33,2176.9223,13296.42165,55.82350554,2176.9223,93.8267021316098,820.827714291616
236.3,14.16,2312.4696,40794.17028,161.2305468,2312.4696,96.1020508108231,1590.13602966072
236.4,14.57,2379.4267,22118.38777,84.9584131,2379.4267,96.439886876895,787.439625619027
236.5,15.48,2528.0388,49041.95359,177.3002229,2528.0388,95.3820372453229,2264.73915095223
236.6,16.06,2622.7586,33858.15232,117.9859217,2622.7586,97.7030323288664,777.710812833555
236.7,16.8,2743.608,44489.76049,148.2051386,2743.608,97.3082737448866,1197.54256394637
236.8,16.98,2773.0038,13472.80239,44.40508747,2773.0038,92.5617121363721,1002.14582506594
237.8,13.33,2176.9223,2041.862826,8.57252754,2176.9223,86.6274968859266,273.048169991958
237.9,13.94,2276.5414,30169.85181,121.121957,2276.5414,97.248679886691,830.069201004059
238,14.28,2332.0668,18283.00461,71.65258075,2332.0668,95.4807766318934,826.24981672712
238.1,15.01,2451.2831,38672.24258,144.1886717,2451.2831,97.1130717604679,1116.43989190238
238.2,15.82,2583.5642,45142.78585,159.6961159,2583.5642,96.6083926035397,1531.06606385685
238.3,16.45,2686.4495,37517.01015,127.6364729,2686.4495,97.7423069711745,847.018922780294
238.4,16.87,2755.0397,26917.00712,89.29438753,2755.0397,96.9131557296878,830.886092023245
238.5,17.54,2864.4574,42725.8765,136.3244856,2864.4574,97.7320891791729,968.984776436709
238.6,17.96,2933.0476,29067.06434,90.57478579,2933.0476,96.9613035782568,883.259844005371
238.7,18.61,3039.1991,44567.46742,134.0244576,3039.1991,97.8154502068126,973.59851735248
238.8,18.6,3037.566,3376.89968,10.16056107,3037.566,85.9091047041276,475.835398155451
238.9,19.23,3140.4513,45066.78273,131.1564784,3140.4513,97.8387653473014,973.998925217126
239,19.5,3184.545,22428.24,64.36845117,3184.545,94.5417476755981,1224.18993112244
239.1,19.85,3241.7035,28323.25547,79.85371667,3241.7035,95.9453271567616,1148.41534786312
239.2,20.22,3302.1282,30382.35217,84.09161982,3302.1282,96.1905950834762,1157.38681731957
239.3,20.16,3292.3296,914.9500786,2.539915959,3292.3296,83.264206193628,153.124158585735
239.4,20.53,3352.7543,31000.62989,84.50726467,3352.7543,96.1422507970967,1195.92655247647
239.5,21.03,3434.4093,41146.70518,109.4985248,3434.4093,97.370749454587,1081.84997036465
239.6,21.42,3498.1002,34249.47585,89.48431934,3498.1002,96.2481265539883,1284.99698981435
239.7,21.87,3571.5897,39609.99102,101.3604282,3571.5897,96.8242315072957,1257.92161477616
239.8,22.2,3625.482,31468.97226,79.33084151,3625.482,95.1412258620871,1529.00628563588
239.9,22.45,3666.3095,25920.94093,64.61701517,3666.3095,93.4363218517808,1701.3671356352
240,22.86,3733.2666,38938.81858,95.32767932,3733.2666,96.1416475984153,1502.39684183016
240.1,23.32,3808.3892,43916.45403,105.3928615,3808.3892,96.5370935109528,1520.7857363643
240.2,23.41,3823.0871,14939.32571,35.71429308,3823.0871,88.314468555625,1745.73960341964
240.3,23.78,3883.5118,37911.21683,89.22125952,3883.5118,95.3024132874867,1780.91228435817
240.4,24.01,3921.0731,27106.65665,63.18242211,3921.0731,92.3805721809981,2065.37213759143
240.5,24.25,3960.2675,28359.10191,65.44752178,3960.2675,92.5324565601233,2117.72825428817
240.6,24.45,3992.9295,25423.84154,58.19354117,3992.9295,91.3902182530872,2188.93726827494
240.7,24.69,4032.1239,29180.67967,66.1434417,4032.1239,92.3428772279266,2234.40046805737
240.8,24.82,4053.3542,20181.18588,45.50481794,4053.3542,89.0549647577125,2208.83790687755
240.9,24.87,4061.5197,13493.89114,30.36504247,4061.5197,86.0580772558915,1881.30787791291
241.8,19.04,3109.4224,1035.331408,3.04316094,3109.4224,84.0446921861597,165.190313039767
242.1,17.41,2843.2271,2138.018431,6.872664593,2843.2271,85.6562668744495,306.671657917721
242.2,17.95,2931.4145,36199.43532,112.8625397,2931.4145,97.7787881548785,804.066145194946
242.5,16.91,2761.5721,15104.83129,49.99018538,2761.5721,93.3233600464611,1008.49520082278
242.6,17.45,2849.7595,34999.91352,112.2493968,2849.7595,97.7588269293137,784.408636573733
242.8,17.42,2844.8602,27412.81849,88.06797607,2844.8602,96.8407314696581,866.044547834312
243.2,15.75,2572.1325,898.1510294,3.191400361,2572.1325,85.3030316081333,132.000972902144
243.8,14.57,2379.4267,22118.38777,84.9584131,2379.4267,96.439886876895,787.439625619027
243.9,14.84,2423.5204,15675.35433,59.11476145,2423.5204,94.4062087113425,876.846604977738
244.4,13.23,2160.5913,1103.616953,4.668431546,2160.5913,85.8216748707083,156.474399778322
244.5,14.3,2335.333,52173.12708,204.1847516,2335.333,92.6333916656231,3843.38992778035
244.6,14.85,2425.1535,29482.97936,111.1110855,2425.1535,97.4197212032855,760.743065065788
244.7,15.36,2508.4416,28625.25622,104.2967181,2508.4416,97.3786349588662,750.372459486063
244.8,15.66,2557.4346,18346.91773,65.56677637,2557.4346,95.1042484235541,898.219513995717
244.9,15.73,2568.8663,6251.205087,22.24065128,2568.8663,89.1607880875968,677.581366458856
245.9,11.87,1938.4897,20208.50441,95.27872358,1938.4897,96.0957651962023,788.987462502211
246,12.29,2007.0799,18585.33531,84.63129646,2007.0799,95.792914682598,781.90091301694
246.1,12.52,2044.6412,11074.56744,49.50338757,2044.6412,92.928574354786,783.129802048682
246.2,12.99,2121.3969,21933.0397,94.49354659,2121.3969,96.4843205195738,771.095376166633
246.5,13.39,2186.7209,24900.87877,104.0750367,2186.7209,96.9048263133599,770.725447431195
247,11.31,1847.0361,13571.48797,67.15484283,1847.0361,94.2377126326694,782.0281368541
248,7.4,1208.494,5094.240367,38.5265561,1208.494,89.0423864744761,558.20717147709
248.1,7.41,1210.1271,612.6377438,4.626984211,1210.1271,83.7298687549789,99.6769649727963
248.2,7.73,1262.3863,8661.702682,62.70992108,1262.3863,91.8015307145569,710.127033980169
248.3,8.29,1353.8399,15772.31732,106.4764226,1353.8399,94.3490746456317,891.2818784073
248.4,8.57,1399.5667,8560.686262,55.90365911,1399.5667,91.7768013484062,703.962237263958
248.5,8.62,1407.7322,1980.977549,12.86129689,1407.7322,85.9829839042834,277.673941895862
248.6,8.74,1427.3294,4086.085036,26.16425926,1427.3294,88.2271051633077,481.050494226102
248.7,9.78,1597.1718,33560.54751,192.0448469,1597.1718,92.0063604286199,2682.70920613117
248.8,9.88,1613.5028,4076.002321,23.08819352,1613.5028,88.3415673119751,475.197986956119
248.9,10.74,1753.9494,31145.20072,162.2928282,1753.9494,94.6538665929793,1665.06398037556
249,11.36,1855.2016,24409.44669,120.2519367,1855.2016,96.2587536051459,913.217544293459
249.1,11.95,1951.5545,24644.4083,115.4151887,1951.5545,96.5234363557171,856.778539306441
